"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"1165"	"T.cells.regulatory..Tregs."	"V731"	-0.0517	1.77e-13	107
"1166"	"T.cells.regulatory..Tregs."	"V743"	0.0108	0.124587782	108
"1167"	"T.cells.regulatory..Tregs."	"V746"	-0.117	6.27e-63	109
"1168"	"T.cells.regulatory..Tregs."	"V750"	-0.145	4.19e-95	110
"1169"	"T.cells.regulatory..Tregs."	"V759"	0.0981	1.69e-44	111
"1170"	"T.cells.regulatory..Tregs."	"V772"	-0.0943	3.15e-41	112
"1171"	"T.cells.regulatory..Tregs."	"V774"	0.127	2.55e-73	113
"1172"	"T.cells.regulatory..Tregs."	"V790"	-0.0301	1.88e-05	114
"1173"	"T.cells.regulatory..Tregs."	"V792"	0.101	8.03e-47	115
"1174"	"T.cells.regulatory..Tregs."	"V794"	0.12	8.86e-66	116
"1175"	"T.cells.regulatory..Tregs."	"V802"	0.134	2.51e-82	117
"1176"	"T.cells.regulatory..Tregs."	"V804"	0.0372	1.16e-07	118
"1177"	"T.cells.regulatory..Tregs."	"V810"	0.22	2.37e-221	119
"1178"	"T.cells.regulatory..Tregs."	"V814"	-0.0859	1.72e-34	120
"1179"	"T.cells.regulatory..Tregs."	"V817"	0.0649	2.2e-20	121
"1180"	"T.cells.regulatory..Tregs."	"V820"	0.0647	3.06e-20	122
"1181"	"T.cells.regulatory..Tregs."	"V821"	-0.323	0	123
"1182"	"T.cells.regulatory..Tregs."	"V822"	-0.0514	2.38e-13	124
"1183"	"T.cells.regulatory..Tregs."	"V823"	0.0192	0.006163055	125
"1184"	"T.cells.regulatory..Tregs."	"V830"	-0.154	1.22e-107	127
"1185"	"T.cells.regulatory..Tregs."	"V834"	0.0725	5.04e-25	128
"1186"	"T.cells.regulatory..Tregs."	"V838"	-0.0877	6.7e-36	129
"1187"	"T.cells.regulatory..Tregs."	"V844"	-0.1	1.22e-46	130
"1188"	"T.cells.regulatory..Tregs."	"V851"	0.00756	0.282139014	131
"1189"	"T.cells.gamma.delta"	"V13"	-0.176	2.02e-141	5
"1190"	"T.cells.gamma.delta"	"V14"	0.132	5.29e-80	6
"1191"	"T.cells.gamma.delta"	"V17"	0.0611	2.97e-18	15
"1192"	"T.cells.gamma.delta"	"V23"	0.204	3.42e-190	24
"1193"	"T.cells.gamma.delta"	"V25"	0.118	3.43e-64	28
"1194"	"T.cells.gamma.delta"	"V27"	-0.371	0	34
"1195"	"T.cells.gamma.delta"	"V37"	0.335	0	45
"1196"	"T.cells.gamma.delta"	"V40"	-0.0258	0.000234364	52
"1197"	"T.cells.gamma.delta"	"V52"	-0.0143	0.041447031	72
"1198"	"T.cells.gamma.delta"	"V54"	-0.0612	2.75e-18	77
"1199"	"T.cells.gamma.delta"	"V67"	-0.12	2.41e-66	94
"1200"	"T.cells.gamma.delta"	"V68"	-0.235	4.76e-253	98
"1201"	"T.cells.gamma.delta"	"V83"	-0.0034	0.628508156	126
"1202"	"T.cells.gamma.delta"	"V94"	0.118	2.8e-63	132
"1203"	"T.cells.gamma.delta"	"V100"	-0.0641	6.7e-20	1
"1204"	"T.cells.gamma.delta"	"V112"	-0.0924	1.14e-39	2
"1205"	"T.cells.gamma.delta"	"V118"	-0.0708	6.23e-24	3
"1206"	"T.cells.gamma.delta"	"V119"	0.0929	4.73e-40	4
"1207"	"T.cells.gamma.delta"	"V140"	-0.129	1.87e-76	7
"1208"	"T.cells.gamma.delta"	"V142"	-0.147	2.41e-98	8
"1209"	"T.cells.gamma.delta"	"V149"	0.24	6.82e-264	9
"1210"	"T.cells.gamma.delta"	"V150"	0.156	5.3e-111	10
"1211"	"T.cells.gamma.delta"	"V155"	-0.000705	0.920103738	11
"1212"	"T.cells.gamma.delta"	"V157"	-0.0326	3.46e-06	12
"1213"	"T.cells.gamma.delta"	"V159"	0.0622	7.49e-19	13
"1214"	"T.cells.gamma.delta"	"V166"	-0.15	6.72e-102	14
"1215"	"T.cells.gamma.delta"	"V180"	-0.0882	2.76e-36	16
"1216"	"T.cells.gamma.delta"	"V184"	0.194	5.67e-171	17
"1217"	"T.cells.gamma.delta"	"V189"	0.0712	3.46e-24	18
"1218"	"T.cells.gamma.delta"	"V190"	0.0971	1.18e-43	19
"1219"	"T.cells.gamma.delta"	"V205"	0.15	7.1e-103	20
"1220"	"T.cells.gamma.delta"	"V219"	0.0077	0.273104292	21
"1221"	"T.cells.gamma.delta"	"V222"	0.0345	8.69e-07	22
"1222"	"T.cells.gamma.delta"	"V227"	-0.352	0	23
"1223"	"T.cells.gamma.delta"	"V231"	0.116	5.63e-62	25
"1224"	"T.cells.gamma.delta"	"V238"	-0.132	3.55e-79	26
"1225"	"T.cells.gamma.delta"	"V241"	-0.325	0	27
"1226"	"T.cells.gamma.delta"	"V255"	0.0779	1.21e-28	29
"1227"	"T.cells.gamma.delta"	"V256"	-0.117	4.69e-63	30
"1228"	"T.cells.gamma.delta"	"V260"	-0.0482	6.82e-12	31
"1229"	"T.cells.gamma.delta"	"V261"	-0.429	0	32
"1230"	"T.cells.gamma.delta"	"V268"	-0.0414	3.77e-09	33
"1231"	"T.cells.gamma.delta"	"V270"	0.00268	0.703067437	35
"1232"	"T.cells.gamma.delta"	"V281"	-0.0617	1.52e-18	36
"1233"	"T.cells.gamma.delta"	"V284"	-0.264	5.88926249842766e-320	37
"1234"	"T.cells.gamma.delta"	"V286"	-0.103	3.49e-49	38
"1235"	"T.cells.gamma.delta"	"V287"	0.0693	5.06e-23	39
"1236"	"T.cells.gamma.delta"	"V294"	0.00586	0.404496805	40
"1237"	"T.cells.gamma.delta"	"V308"	-0.0196	0.005334643	41
"1238"	"T.cells.gamma.delta"	"V327"	-0.0997	5.92e-46	42
"1239"	"T.cells.gamma.delta"	"V337"	-0.0427	1.22e-09	43
"1240"	"T.cells.gamma.delta"	"V362"	-0.0657	7.86e-21	44
"1241"	"T.cells.gamma.delta"	"V370"	0.131	2.03e-78	46
"1242"	"T.cells.gamma.delta"	"V375"	-0.0288	4.18e-05	47
"1243"	"T.cells.gamma.delta"	"V385"	-0.0734	1.19e-25	48
"1244"	"T.cells.gamma.delta"	"V386"	-0.0297	2.35e-05	49
"1245"	"T.cells.gamma.delta"	"V392"	-0.147	1.38e-98	50
"1246"	"T.cells.gamma.delta"	"V393"	0.142	3.26e-92	51
"1247"	"T.cells.gamma.delta"	"V400"	0.0405	8.3e-09	53
"1248"	"T.cells.gamma.delta"	"V403"	-0.0445	2.42e-10	54
"1249"	"T.cells.gamma.delta"	"V405"	0.149	4.55e-101	55
"1250"	"T.cells.gamma.delta"	"V423"	0.145	8.3e-96	56
"1251"	"T.cells.gamma.delta"	"V431"	-0.2	4.18e-182	57
"1252"	"T.cells.gamma.delta"	"V435"	-0.0776	1.82e-28	58
"1253"	"T.cells.gamma.delta"	"V451"	0.0539	1.58e-14	59
"1254"	"T.cells.gamma.delta"	"V452"	0.303	0	60
"1255"	"T.cells.gamma.delta"	"V455"	0.0977	3.41e-44	61
"1256"	"T.cells.gamma.delta"	"V458"	-0.0348	7.31e-07	62
"1257"	"T.cells.gamma.delta"	"V461"	0.125	2.89e-71	63
"1258"	"T.cells.gamma.delta"	"V464"	-0.0264	0.000174525	64
"1259"	"T.cells.gamma.delta"	"V469"	-0.0848	1.25e-33	65
"1260"	"T.cells.gamma.delta"	"V473"	0.131	6.49e-78	66
"1261"	"T.cells.gamma.delta"	"V479"	0.208	4.53e-197	67
"1262"	"T.cells.gamma.delta"	"V484"	-0.129	1.83e-76	68
"1263"	"T.cells.gamma.delta"	"V493"	-0.0224	0.001432201	69
"1264"	"T.cells.gamma.delta"	"V504"	-0.07	2.04e-23	70
"1265"	"T.cells.gamma.delta"	"V519"	0.00227	0.747086102	71
"1266"	"T.cells.gamma.delta"	"V527"	0.0686	1.37e-22	73
"1267"	"T.cells.gamma.delta"	"V528"	0.0814	3.78e-31	74
"1268"	"T.cells.gamma.delta"	"V533"	0.0656	9.02e-21	75
"1269"	"T.cells.gamma.delta"	"V537"	0.0188	0.007527941	76
"1270"	"T.cells.gamma.delta"	"V562"	0.0236	0.000775882	78
"1271"	"T.cells.gamma.delta"	"V570"	0.148	1.6e-99	79
"1272"	"T.cells.gamma.delta"	"V576"	-0.111	2.66e-56	80
"1273"	"T.cells.gamma.delta"	"V590"	0.307	0	81
"1274"	"T.cells.gamma.delta"	"V592"	0.0843	2.81e-33	82
"1275"	"T.cells.gamma.delta"	"V611"	0.0141	0.044169179	83
"1276"	"T.cells.gamma.delta"	"V625"	-0.0811	6.44e-31	84
"1277"	"T.cells.gamma.delta"	"V626"	-0.0273	0.000104058	85
"1278"	"T.cells.gamma.delta"	"V628"	-0.357	0	86
"1279"	"T.cells.gamma.delta"	"V632"	0.0669	1.58e-21	87
"1280"	"T.cells.gamma.delta"	"V645"	-0.0389	3.13e-08	88
"1281"	"T.cells.gamma.delta"	"V648"	0.0969	1.85e-43	89
"1282"	"T.cells.gamma.delta"	"V657"	0.0261	0.000201263	90
"1283"	"T.cells.gamma.delta"	"V658"	0.141	7.18e-90	91
"1284"	"T.cells.gamma.delta"	"V662"	0.0511	3.21e-13	92
"1285"	"T.cells.gamma.delta"	"V663"	-0.00758	0.280757501	93
"1286"	"T.cells.gamma.delta"	"V675"	-0.165	5.9e-123	95
"1287"	"T.cells.gamma.delta"	"V677"	-0.118	2.79e-64	96
"1288"	"T.cells.gamma.delta"	"V678"	-0.00536	0.445166913	97
"1289"	"T.cells.gamma.delta"	"V681"	0.0061	0.384860562	99
"1290"	"T.cells.gamma.delta"	"V684"	0.114	1.51e-59	100
"1291"	"T.cells.gamma.delta"	"V689"	-0.256	6.97e-300	101
"1292"	"T.cells.gamma.delta"	"V702"	0.243	1.94e-269	102
"1293"	"T.cells.gamma.delta"	"V703"	0.0425	1.45e-09	103
"1294"	"T.cells.gamma.delta"	"V710"	0.0416	3.09e-09	104
"1295"	"T.cells.gamma.delta"	"V719"	-0.0552	3.7e-15	105
"1296"	"T.cells.gamma.delta"	"V723"	-0.115	1.73e-60	106
"1297"	"T.cells.gamma.delta"	"V731"	0.0303	1.59e-05	107
"1298"	"T.cells.gamma.delta"	"V743"	-0.0261	0.00019696	108
"1299"	"T.cells.gamma.delta"	"V746"	0.00857	0.222394878	109
"1300"	"T.cells.gamma.delta"	"V750"	0.161	3.33e-117	110
"1301"	"T.cells.gamma.delta"	"V759"	-0.0735	1.06e-25	111
"1302"	"T.cells.gamma.delta"	"V772"	0.169	2.02e-129	112
"1303"	"T.cells.gamma.delta"	"V774"	-0.0646	3.33e-20	113
"1304"	"T.cells.gamma.delta"	"V790"	-0.0501	9.55e-13	114
"1305"	"T.cells.gamma.delta"	"V792"	-0.121	1.82e-67	115
"1306"	"T.cells.gamma.delta"	"V794"	-0.0649	2.16e-20	116
"1307"	"T.cells.gamma.delta"	"V802"	-0.0119	0.08901608	117
"1308"	"T.cells.gamma.delta"	"V804"	0.0238	0.000685076	118
"1309"	"T.cells.gamma.delta"	"V810"	-0.0987	4.91e-45	119
"1310"	"T.cells.gamma.delta"	"V814"	0.00748	0.286866303	120
"1311"	"T.cells.gamma.delta"	"V817"	-0.0667	2.02e-21	121
"1312"	"T.cells.gamma.delta"	"V820"	-0.0403	9.27e-09	122
"1313"	"T.cells.gamma.delta"	"V821"	0.359	0	123
"1314"	"T.cells.gamma.delta"	"V822"	0.0292	3.31e-05	124
"1315"	"T.cells.gamma.delta"	"V823"	-0.0836	9.85e-33	125
"1316"	"T.cells.gamma.delta"	"V830"	0.0773	3.18e-28	127
"1317"	"T.cells.gamma.delta"	"V834"	0.0374	1.01e-07	128
"1318"	"T.cells.gamma.delta"	"V838"	-0.0152	0.030019653	129
"1319"	"T.cells.gamma.delta"	"V844"	0.0799	4.87e-30	130
"1320"	"T.cells.gamma.delta"	"V851"	0.0179	0.010776705	131
"1321"	"NK.cells.resting"	"V13"	0.154	1.99e-108	5
"1322"	"NK.cells.resting"	"V14"	-0.147	8.18e-98	6
"1323"	"NK.cells.resting"	"V17"	-0.246	2.54e-276	15
"1324"	"NK.cells.resting"	"V23"	-0.198	4.06e-179	24
"1325"	"NK.cells.resting"	"V25"	0.0265	0.00015844	28
"1326"	"NK.cells.resting"	"V27"	0.222	6.69e-224	34
"1327"	"NK.cells.resting"	"V37"	-0.0955	2.73e-42	45
"1328"	"NK.cells.resting"	"V40"	-0.205	1.22e-191	52
"1329"	"NK.cells.resting"	"V52"	0.0263	0.000181795	72
"1330"	"NK.cells.resting"	"V54"	0.144	7.52e-95	77
"1331"	"NK.cells.resting"	"V67"	0.203	1.48e-186	94
"1332"	"NK.cells.resting"	"V68"	0.0649	2.19e-20	98
"1333"	"NK.cells.resting"	"V83"	0.18	1.74e-147	126
"1334"	"NK.cells.resting"	"V94"	-0.105	9.51e-51	132
"1335"	"NK.cells.resting"	"V100"	0.0207	0.003215214	1
"1336"	"NK.cells.resting"	"V112"	-0.107	5.81e-53	2
"1337"	"NK.cells.resting"	"V118"	0.0188	0.007472171	3
"1338"	"NK.cells.resting"	"V119"	0.0619	1.13e-18	4
"1339"	"NK.cells.resting"	"V140"	-0.0839	5.71e-33	7
"1340"	"NK.cells.resting"	"V142"	0.198	1.46e-177	8
"1341"	"NK.cells.resting"	"V149"	0.0206	0.003427182	9
"1342"	"NK.cells.resting"	"V150"	-0.182	4.35e-151	10
"1343"	"NK.cells.resting"	"V155"	0.111	1.54e-56	11
"1344"	"NK.cells.resting"	"V157"	0.263	2.2120109469346e-318	12
"1345"	"NK.cells.resting"	"V159"	-0.112	2.55e-57	13
"1346"	"NK.cells.resting"	"V166"	0.262	1.53708014074151e-314	14
"1347"	"NK.cells.resting"	"V180"	0.0611	3.07e-18	16
"1348"	"NK.cells.resting"	"V184"	-0.282	0	17
"1349"	"NK.cells.resting"	"V189"	-0.00902	0.199318391	18
"1350"	"NK.cells.resting"	"V190"	0.103	5.84e-49	19
"1351"	"NK.cells.resting"	"V205"	0.0822	9.5e-32	20
"1352"	"NK.cells.resting"	"V219"	0.146	7.97e-97	21
"1353"	"NK.cells.resting"	"V222"	0.0694	4.83e-23	22
"1354"	"NK.cells.resting"	"V227"	0.231	1.2e-244	23
"1355"	"NK.cells.resting"	"V231"	0.0912	1.17e-38	25
"1356"	"NK.cells.resting"	"V238"	-0.122	2.3e-68	26
"1357"	"NK.cells.resting"	"V241"	0.17	2.52e-131	27
"1358"	"NK.cells.resting"	"V255"	-0.0853	5.15e-34	29
"1359"	"NK.cells.resting"	"V256"	-0.0897	1.88e-37	30
"1360"	"NK.cells.resting"	"V260"	0.0382	5.53e-08	31
"1361"	"NK.cells.resting"	"V261"	0.222	1.63e-225	32
"1362"	"NK.cells.resting"	"V268"	0.109	1.17e-54	33
"1363"	"NK.cells.resting"	"V270"	-0.114	5.43e-60	35
"1364"	"NK.cells.resting"	"V281"	0.212	5.47e-205	36
"1365"	"NK.cells.resting"	"V284"	0.0429	1.01e-09	37
"1366"	"NK.cells.resting"	"V286"	0.00212	0.762392309	38
"1367"	"NK.cells.resting"	"V287"	-0.0619	1.16e-18	39
"1368"	"NK.cells.resting"	"V294"	0.111	1.47e-56	40
"1369"	"NK.cells.resting"	"V308"	0.0898	1.5e-37	41
"1370"	"NK.cells.resting"	"V327"	0.0181	0.010159793	42
"1371"	"NK.cells.resting"	"V337"	0.0705	8.86e-24	43
"1372"	"NK.cells.resting"	"V362"	0.0809	8.36e-31	44
"1373"	"NK.cells.resting"	"V370"	-0.125	3.52e-71	46
"1374"	"NK.cells.resting"	"V375"	-0.0548	5.66e-15	47
"1375"	"NK.cells.resting"	"V385"	0.189	8.82e-163	48
"1376"	"NK.cells.resting"	"V386"	-0.0426	1.34e-09	49
"1377"	"NK.cells.resting"	"V392"	0.0806	1.36e-30	50
"1378"	"NK.cells.resting"	"V393"	-0.0251	0.000349547	51
"1379"	"NK.cells.resting"	"V400"	0.0633	1.84e-19	53
"1380"	"NK.cells.resting"	"V403"	0.0169	0.016054891	54
"1381"	"NK.cells.resting"	"V405"	-0.177	1.01e-142	55
"1382"	"NK.cells.resting"	"V423"	0.183	1.97e-152	56
"1383"	"NK.cells.resting"	"V431"	0.188	4.62e-161	57
"1384"	"NK.cells.resting"	"V435"	-0.217	8.51e-214	58
"1385"	"NK.cells.resting"	"V451"	-0.154	4.29e-108	59
"1386"	"NK.cells.resting"	"V452"	-0.0216	0.002119507	60
"1387"	"NK.cells.resting"	"V455"	-0.257	1.28e-302	61
"1388"	"NK.cells.resting"	"V458"	-0.0582	1.14e-16	62
"1389"	"NK.cells.resting"	"V461"	0.0536	2.3e-14	63
"1390"	"NK.cells.resting"	"V464"	0.269	0	64
"1391"	"NK.cells.resting"	"V469"	0.226	6.97e-234	65
"1392"	"NK.cells.resting"	"V473"	-0.226	1.62e-233	66
"1393"	"NK.cells.resting"	"V479"	-0.118	3.12e-63	67
"1394"	"NK.cells.resting"	"V484"	0.188	2.32e-161	68
"1395"	"NK.cells.resting"	"V493"	0.166	7.57e-126	69
"1396"	"NK.cells.resting"	"V504"	0.09	9.43e-38	70
"1397"	"NK.cells.resting"	"V519"	0.0807	1.19e-30	71
"1398"	"NK.cells.resting"	"V527"	0.23	1.27e-241	73
"1399"	"NK.cells.resting"	"V528"	-0.172	1.67e-134	74
"1400"	"NK.cells.resting"	"V533"	0.0308	1.17e-05	75
"1401"	"NK.cells.resting"	"V537"	0.0692	5.74e-23	76
"1402"	"NK.cells.resting"	"V562"	-0.164	4.22e-122	78
"1403"	"NK.cells.resting"	"V570"	-0.119	1.48e-64	79
"1404"	"NK.cells.resting"	"V576"	0.132	2.86e-79	80
"1405"	"NK.cells.resting"	"V590"	-0.197	1.67e-176	81
"1406"	"NK.cells.resting"	"V592"	-0.152	1.91e-105	82
"1407"	"NK.cells.resting"	"V611"	0.122	5.26e-68	83
"1408"	"NK.cells.resting"	"V625"	0.0255	0.000280161	84
"1409"	"NK.cells.resting"	"V626"	-0.103	6.44e-49	85
"1410"	"NK.cells.resting"	"V628"	0.267	0	86
"1411"	"NK.cells.resting"	"V632"	-0.131	6.05e-78	87
"1412"	"NK.cells.resting"	"V645"	0.097	1.32e-43	88
"1413"	"NK.cells.resting"	"V648"	-0.181	2.21e-148	89
"1414"	"NK.cells.resting"	"V657"	0.0466	3.15e-11	90
"1415"	"NK.cells.resting"	"V658"	-0.341	0	91
"1416"	"NK.cells.resting"	"V662"	-0.0331	2.39e-06	92
"1417"	"NK.cells.resting"	"V663"	0.0395	1.89e-08	93
"1418"	"NK.cells.resting"	"V675"	0.165	1.41e-123	95
"1419"	"NK.cells.resting"	"V677"	0.0849	1.02e-33	96
"1420"	"NK.cells.resting"	"V678"	0.183	1.25e-152	97
"1421"	"NK.cells.resting"	"V681"	-0.0961	9.02e-43	99
"1422"	"NK.cells.resting"	"V684"	-0.197	2.63e-177	100
"1423"	"NK.cells.resting"	"V689"	0.0929	3.95e-40	101
"1424"	"NK.cells.resting"	"V702"	-0.115	4.7e-61	102
"1425"	"NK.cells.resting"	"V703"	0.0753	7.28e-27	103
"1426"	"NK.cells.resting"	"V710"	-0.0268	0.000139052	104
"1427"	"NK.cells.resting"	"V719"	0.187	3.38e-158	105
"1428"	"NK.cells.resting"	"V723"	0.0315	7.36e-06	106
"1429"	"NK.cells.resting"	"V731"	0.123	2.23e-69	107
"1430"	"NK.cells.resting"	"V743"	0.313	0	108
"1431"	"NK.cells.resting"	"V746"	-0.0344	9.89e-07	109
"1432"	"NK.cells.resting"	"V750"	-0.258	4.13e-305	110
"1433"	"NK.cells.resting"	"V759"	-0.316	0	111
"1434"	"NK.cells.resting"	"V772"	-0.344	0	112
"1435"	"NK.cells.resting"	"V774"	0.00461	0.511659964	113
"1436"	"NK.cells.resting"	"V790"	0.226	3.85e-233	114
"1437"	"NK.cells.resting"	"V792"	0.146	2.6e-96	115
"1438"	"NK.cells.resting"	"V794"	0.203	2.84e-188	116
"1439"	"NK.cells.resting"	"V802"	0.176	1.43e-140	117
"1440"	"NK.cells.resting"	"V804"	0.188	7.91e-160	118
"1441"	"NK.cells.resting"	"V810"	0.109	2.36e-54	119
"1442"	"NK.cells.resting"	"V814"	0.0638	1.03e-19	120
"1443"	"NK.cells.resting"	"V817"	0.00967	0.168842296	121
"1444"	"NK.cells.resting"	"V820"	-0.0144	0.040120417	122
"1445"	"NK.cells.resting"	"V821"	0.0596	1.97e-17	123
"1446"	"NK.cells.resting"	"V822"	-0.0383	4.84e-08	124
"1447"	"NK.cells.resting"	"V823"	0.135	2.41e-83	125
"1448"	"NK.cells.resting"	"V830"	-0.177	1.52e-142	127
"1449"	"NK.cells.resting"	"V834"	-0.0877	6.46e-36	128
"1450"	"NK.cells.resting"	"V838"	0.142	2.4e-91	129
"1451"	"NK.cells.resting"	"V844"	-0.0222	0.00161072	130
"1452"	"NK.cells.resting"	"V851"	-0.122	3.86e-68	131
"1453"	"NK.cells.activated"	"V13"	-0.173	2.95e-136	5
"1454"	"NK.cells.activated"	"V14"	0.104	1.54e-49	6
"1455"	"NK.cells.activated"	"V17"	0.197	5.32e-176	15
"1456"	"NK.cells.activated"	"V23"	0.164	4.94e-122	24
"1457"	"NK.cells.activated"	"V25"	0.0143	0.041918131	28
"1458"	"NK.cells.activated"	"V27"	-0.334	0	34
"1459"	"NK.cells.activated"	"V37"	0.292	0	45
"1460"	"NK.cells.activated"	"V40"	0.146	2.79e-97	52
"1461"	"NK.cells.activated"	"V52"	-0.0484	5.2e-12	72
"1462"	"NK.cells.activated"	"V54"	-0.0867	4.37e-35	77
"1463"	"NK.cells.activated"	"V67"	-0.182	5.18e-150	94
"1464"	"NK.cells.activated"	"V68"	-0.188	1.85e-160	98
"1465"	"NK.cells.activated"	"V83"	-0.233	6.68e-249	126
"1466"	"NK.cells.activated"	"V94"	0.161	2.97e-118	132
"1467"	"NK.cells.activated"	"V100"	-0.0273	9.88e-05	1
"1468"	"NK.cells.activated"	"V112"	0.0452	1.16e-10	2
"1469"	"NK.cells.activated"	"V118"	0.0431	8.46e-10	3
"1470"	"NK.cells.activated"	"V119"	-0.0174	0.013353701	4
"1471"	"NK.cells.activated"	"V140"	-0.00572	0.415400734	7
"1472"	"NK.cells.activated"	"V142"	-0.179	1.04e-145	8
"1473"	"NK.cells.activated"	"V149"	0.137	3.57e-85	9
"1474"	"NK.cells.activated"	"V150"	0.163	3.1e-120	10
"1475"	"NK.cells.activated"	"V155"	0.000659	0.925288603	11
"1476"	"NK.cells.activated"	"V157"	-0.163	6.6e-121	12
"1477"	"NK.cells.activated"	"V159"	0.0652	1.56e-20	13
"1478"	"NK.cells.activated"	"V166"	-0.28	0	14
"1479"	"NK.cells.activated"	"V180"	-0.1	3.17e-46	16
"1480"	"NK.cells.activated"	"V184"	0.236	4.17e-254	17
"1481"	"NK.cells.activated"	"V189"	0.00527	0.453369628	18
"1482"	"NK.cells.activated"	"V190"	0.000299	0.9659983	19
"1483"	"NK.cells.activated"	"V205"	0.0292	3.29e-05	20
"1484"	"NK.cells.activated"	"V219"	-0.0361	2.7e-07	21
"1485"	"NK.cells.activated"	"V222"	-0.0641	6.21e-20	22
"1486"	"NK.cells.activated"	"V227"	-0.351	0	23
"1487"	"NK.cells.activated"	"V231"	0.0615	1.83e-18	25
"1488"	"NK.cells.activated"	"V238"	0.0415	3.28e-09	26
"1489"	"NK.cells.activated"	"V241"	-0.317	0	27
"1490"	"NK.cells.activated"	"V255"	0.116	6.07e-62	29
"1491"	"NK.cells.activated"	"V256"	-5.36e-05	0.993912166	30
"1492"	"NK.cells.activated"	"V260"	-0.0188	0.007575148	31
"1493"	"NK.cells.activated"	"V261"	-0.363	0	32
"1494"	"NK.cells.activated"	"V268"	-0.0668	1.75e-21	33
"1495"	"NK.cells.activated"	"V270"	0.111	4.02e-56	35
"1496"	"NK.cells.activated"	"V281"	-0.184	5.75e-153	36
"1497"	"NK.cells.activated"	"V284"	-0.192	2.18e-167	37
"1498"	"NK.cells.activated"	"V286"	-0.0583	9.5e-17	38
"1499"	"NK.cells.activated"	"V287"	0.0752	8.73e-27	39
"1500"	"NK.cells.activated"	"V294"	-0.0904	4.97e-38	40
"1501"	"NK.cells.activated"	"V308"	-0.0715	2.25e-24	41
"1502"	"NK.cells.activated"	"V327"	0.0485	4.87e-12	42
"1503"	"NK.cells.activated"	"V337"	-0.0907	2.99e-38	43
"1504"	"NK.cells.activated"	"V362"	-0.102	1.26e-47	44
"1505"	"NK.cells.activated"	"V370"	0.155	7.37e-110	46
"1506"	"NK.cells.activated"	"V375"	-0.0455	9.39e-11	47
"1507"	"NK.cells.activated"	"V385"	-0.174	2.98e-138	48
"1508"	"NK.cells.activated"	"V386"	-0.00788	0.261919273	49
"1509"	"NK.cells.activated"	"V392"	-0.108	1.61e-53	50
"1510"	"NK.cells.activated"	"V393"	0.103	5.35e-49	51
"1511"	"NK.cells.activated"	"V400"	-0.0239	0.000669862	53
"1512"	"NK.cells.activated"	"V403"	-0.093	3.61e-40	54
"1513"	"NK.cells.activated"	"V405"	0.188	5.5e-160	55
"1514"	"NK.cells.activated"	"V423"	0.0334	1.95e-06	56
"1515"	"NK.cells.activated"	"V431"	-0.213	3.13e-207	57
"1516"	"NK.cells.activated"	"V435"	0.0478	1.03e-11	58
"1517"	"NK.cells.activated"	"V451"	0.106	1.13e-51	59
"1518"	"NK.cells.activated"	"V452"	0.229	3.43e-240	60
"1519"	"NK.cells.activated"	"V455"	0.189	1.77e-162	61
"1520"	"NK.cells.activated"	"V458"	0.071	4.29e-24	62
"1521"	"NK.cells.activated"	"V461"	0.0455	9.58e-11	63
"1522"	"NK.cells.activated"	"V464"	-0.194	1.82e-170	64
"1523"	"NK.cells.activated"	"V469"	-0.201	6.46e-183	65
"1524"	"NK.cells.activated"	"V473"	0.15	1.62e-102	66
"1525"	"NK.cells.activated"	"V479"	0.24	7.8e-263	67
"1526"	"NK.cells.activated"	"V484"	-0.202	7.64e-185	68
"1527"	"NK.cells.activated"	"V493"	-0.132	1.52e-79	69
"1528"	"NK.cells.activated"	"V504"	-0.16	6.29e-116	70
"1529"	"NK.cells.activated"	"V519"	-0.0959	1.41e-42	71
"1530"	"NK.cells.activated"	"V527"	-0.0468	2.58e-11	73
"1531"	"NK.cells.activated"	"V528"	0.2	1.78e-181	74
"1532"	"NK.cells.activated"	"V533"	0.0819	1.72e-31	75
"1533"	"NK.cells.activated"	"V537"	-0.0108	0.123820145	76
"1534"	"NK.cells.activated"	"V562"	0.122	2.49e-68	78
"1535"	"NK.cells.activated"	"V570"	0.0733	1.48e-25	79
"1536"	"NK.cells.activated"	"V576"	-0.104	3.21e-50	80
"1537"	"NK.cells.activated"	"V590"	0.225	2.2e-230	81
"1538"	"NK.cells.activated"	"V592"	0.176	2.35e-141	82
"1539"	"NK.cells.activated"	"V611"	-0.0832	1.89e-32	83
"1540"	"NK.cells.activated"	"V625"	-0.0745	2.55e-26	84
"1541"	"NK.cells.activated"	"V626"	-0.0236	0.000775378	85
"1542"	"NK.cells.activated"	"V628"	-0.376	0	86
"1543"	"NK.cells.activated"	"V632"	0.118	1.25e-63	87
"1544"	"NK.cells.activated"	"V645"	-0.0683	2.17e-22	88
"1545"	"NK.cells.activated"	"V648"	0.184	1.51e-153	89
"1546"	"NK.cells.activated"	"V657"	0.0506	5.91e-13	90
"1547"	"NK.cells.activated"	"V658"	0.292	0	91
"1548"	"NK.cells.activated"	"V662"	0.041	5.33e-09	92
"1549"	"NK.cells.activated"	"V663"	-0.0151	0.031814007	93
"1550"	"NK.cells.activated"	"V675"	-0.258	7.15e-305	95
"1551"	"NK.cells.activated"	"V677"	-0.183	1.03e-152	96
"1552"	"NK.cells.activated"	"V678"	0.0045	0.522178563	97
