"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"mTC"
"2540"	"Dendritic.cells.resting"	"V1117"	0.015234354	0.113112981	10
"2541"	"Dendritic.cells.resting"	"V1119"	-0.016510001	0.085972219	11
"2542"	"Dendritic.cells.resting"	"V1132"	-0.062902332	5.84e-11	12
"2543"	"Dendritic.cells.resting"	"V1145"	-0.072458708	4.52e-14	13
"2544"	"Dendritic.cells.resting"	"V1155"	0.06503759	1.28e-11	14
"2545"	"Dendritic.cells.resting"	"V1164"	0.041253583	1.77e-05	16
"2546"	"Dendritic.cells.resting"	"V1170"	0.007649476	0.426321553	17
"2547"	"Dendritic.cells.resting"	"V1185"	0.006238278	0.516505014	18
"2548"	"Dendritic.cells.resting"	"V1194"	0.076219142	2.06e-15	19
"2549"	"Dendritic.cells.resting"	"V1195"	-0.069709131	3.93e-13	20
"2550"	"Dendritic.cells.resting"	"V1198"	-0.007949468	0.408406881	21
"2551"	"Dendritic.cells.resting"	"V1204"	0.013261523	0.167844374	23
"2552"	"Dendritic.cells.resting"	"V1205"	0.0394186	4.12e-05	24
"2553"	"Dendritic.cells.resting"	"V1209"	0.024449012	0.010993636	25
"2554"	"Dendritic.cells.resting"	"V1224"	-0.07886916	2.13e-16	26
"2555"	"Dendritic.cells.resting"	"V1225"	-0.022293847	0.02041199	27
"2556"	"Dendritic.cells.resting"	"V1226"	0.038255171	6.9e-05	28
"2557"	"Dendritic.cells.resting"	"V1233"	-0.014510898	0.131271147	29
"2558"	"Dendritic.cells.resting"	"V1246"	-0.008202499	0.393650961	30
"2559"	"Dendritic.cells.resting"	"V1254"	-0.008491989	0.377170619	31
"2560"	"Dendritic.cells.resting"	"V1275"	0.043554616	5.86e-06	32
"2561"	"Dendritic.cells.resting"	"V1303"	-0.095476803	2.48e-23	33
"2562"	"Dendritic.cells.resting"	"V1313"	0.042748347	8.69e-06	35
"2563"	"Dendritic.cells.resting"	"V1326"	-0.04071695	2.28e-05	36
"2564"	"Dendritic.cells.resting"	"V1359"	-0.032603609	0.000695259	37
"2565"	"Dendritic.cells.resting"	"V1366"	0.062960049	5.61e-11	38
"2566"	"Dendritic.cells.resting"	"V1373"	-0.053956174	1.96e-08	39
"2567"	"Dendritic.cells.resting"	"V1378"	-0.03110637	0.001213784	40
"2568"	"Dendritic.cells.activated"	"V2"	-0.116203267	7.75e-34	47
"2569"	"Dendritic.cells.activated"	"V8"	0.060204221	3.69e-10	127
"2570"	"Dendritic.cells.activated"	"V12"	-0.037860018	8.2e-05	22
"2571"	"Dendritic.cells.activated"	"V28"	-0.089277738	1.37e-20	57
"2572"	"Dendritic.cells.activated"	"V36"	0.174496719	1.05e-74	66
"2573"	"Dendritic.cells.activated"	"V46"	0.042719331	8.81e-06	79
"2574"	"Dendritic.cells.activated"	"V55"	0.04491976	2.96e-06	96
"2575"	"Dendritic.cells.activated"	"V63"	-0.129548791	1.05e-41	103
"2576"	"Dendritic.cells.activated"	"V67"	-0.052277312	5.32e-08	111
"2577"	"Dendritic.cells.activated"	"V82"	0.099750471	2.5e-25	130
"2578"	"Dendritic.cells.activated"	"V116"	-0.032728064	0.000663109	15
"2579"	"Dendritic.cells.activated"	"V131"	-0.064301394	2.17e-11	34
"2580"	"Dendritic.cells.activated"	"V139"	-0.06184304	1.22e-10	41
"2581"	"Dendritic.cells.activated"	"V143"	-0.083399111	3.69e-18	42
"2582"	"Dendritic.cells.activated"	"V146"	0.038563553	6.03e-05	43
"2583"	"Dendritic.cells.activated"	"V148"	0.208599307	1.22e-106	44
"2584"	"Dendritic.cells.activated"	"V163"	-0.082270983	1.03e-17	45
"2585"	"Dendritic.cells.activated"	"V169"	-0.124514622	1.24e-38	46
"2586"	"Dendritic.cells.activated"	"V207"	0.240956736	1.08e-142	48
"2587"	"Dendritic.cells.activated"	"V215"	-0.011640501	0.226060571	49
"2588"	"Dendritic.cells.activated"	"V220"	0.133016492	6.84e-44	50
"2589"	"Dendritic.cells.activated"	"V240"	-0.015153171	0.115046319	51
"2590"	"Dendritic.cells.activated"	"V252"	-0.008675541	0.366944955	52
"2591"	"Dendritic.cells.activated"	"V253"	0.210503583	1.32e-108	53
"2592"	"Dendritic.cells.activated"	"V257"	0.06135074	1.7e-10	54
"2593"	"Dendritic.cells.activated"	"V269"	-0.209635692	1.04e-107	55
"2594"	"Dendritic.cells.activated"	"V271"	-0.025740359	0.007422806	56
"2595"	"Dendritic.cells.activated"	"V286"	0.232307155	1.71e-132	58
"2596"	"Dendritic.cells.activated"	"V291"	-0.094938515	4.36e-23	59
"2597"	"Dendritic.cells.activated"	"V295"	0.09954271	3.14e-25	60
"2598"	"Dendritic.cells.activated"	"V305"	-0.145646324	2.33e-52	61
"2599"	"Dendritic.cells.activated"	"V336"	0.109401411	3.68e-30	62
"2600"	"Dendritic.cells.activated"	"V342"	0.093160453	2.76e-22	63
"2601"	"Dendritic.cells.activated"	"V352"	0.018361022	0.056187975	64
"2602"	"Dendritic.cells.activated"	"V357"	0.225029252	3.12e-124	65
"2603"	"Dendritic.cells.activated"	"V360"	0.089347508	1.28e-20	67
"2604"	"Dendritic.cells.activated"	"V366"	0.152537204	2.58e-57	68
"2605"	"Dendritic.cells.activated"	"V373"	0.008813643	0.359366401	69
"2606"	"Dendritic.cells.activated"	"V394"	-0.129472239	1.17e-41	70
"2607"	"Dendritic.cells.activated"	"V405"	-0.085471553	5.35e-19	71
"2608"	"Dendritic.cells.activated"	"V413"	-0.081151282	2.84e-17	72
"2609"	"Dendritic.cells.activated"	"V425"	0.03055118	0.001483745	73
"2610"	"Dendritic.cells.activated"	"V426"	-0.087560272	7.3e-20	74
"2611"	"Dendritic.cells.activated"	"V442"	-0.015178307	0.114444951	75
"2612"	"Dendritic.cells.activated"	"V451"	0.06335622	4.25e-11	76
"2613"	"Dendritic.cells.activated"	"V455"	0.106258444	1.54e-28	77
"2614"	"Dendritic.cells.activated"	"V458"	0.092469935	5.59e-22	78
"2615"	"Dendritic.cells.activated"	"V464"	-0.222940845	6.48e-122	80
"2616"	"Dendritic.cells.activated"	"V466"	-0.17994752	2.11e-79	81
"2617"	"Dendritic.cells.activated"	"V467"	0.119480608	1.09e-35	82
"2618"	"Dendritic.cells.activated"	"V479"	-0.107478288	3.66e-29	83
"2619"	"Dendritic.cells.activated"	"V482"	0.046403862	1.38e-06	84
"2620"	"Dendritic.cells.activated"	"V485"	-0.034701624	0.000306426	85
"2621"	"Dendritic.cells.activated"	"V486"	-0.04589767	1.79e-06	86
"2622"	"Dendritic.cells.activated"	"V487"	-0.046252564	1.49e-06	87
"2623"	"Dendritic.cells.activated"	"V494"	0.014526867	0.130847282	88
"2624"	"Dendritic.cells.activated"	"V511"	-0.018604439	0.053003192	89
"2625"	"Dendritic.cells.activated"	"V516"	-0.229701379	1.67e-129	90
"2626"	"Dendritic.cells.activated"	"V518"	-0.036040107	0.00017745	91
"2627"	"Dendritic.cells.activated"	"V521"	-0.01108642	0.24893373	92
"2628"	"Dendritic.cells.activated"	"V522"	0.085230174	6.72e-19	93
"2629"	"Dendritic.cells.activated"	"V523"	0.222875556	7.65e-122	94
"2630"	"Dendritic.cells.activated"	"V540"	0.068627108	8.99e-13	95
"2631"	"Dendritic.cells.activated"	"V564"	-0.027755474	0.003890266	97
"2632"	"Dendritic.cells.activated"	"V567"	-0.03009325	0.001746933	98
"2633"	"Dendritic.cells.activated"	"V579"	-0.130973808	1.35e-42	99
"2634"	"Dendritic.cells.activated"	"V593"	-0.036134852	0.0001706	100
"2635"	"Dendritic.cells.activated"	"V601"	0.173699502	4.97e-74	101
"2636"	"Dendritic.cells.activated"	"V609"	-0.075618716	3.41e-15	102
"2637"	"Dendritic.cells.activated"	"V630"	-0.094333279	8.2e-23	104
"2638"	"Dendritic.cells.activated"	"V647"	-0.192978582	2.95e-91	105
"2639"	"Dendritic.cells.activated"	"V649"	-0.219208514	7.82e-118	106
"2640"	"Dendritic.cells.activated"	"V659"	-0.054750628	1.21e-08	107
"2641"	"Dendritic.cells.activated"	"V661"	0.114992738	3.63e-33	108
"2642"	"Dendritic.cells.activated"	"V668"	-0.05082037	1.23e-07	109
"2643"	"Dendritic.cells.activated"	"V669"	-0.103479871	3.83e-27	110
"2644"	"Dendritic.cells.activated"	"V670"	0.063951617	2.79e-11	112
"2645"	"Dendritic.cells.activated"	"V671"	-0.006869111	0.475013003	113
"2646"	"Dendritic.cells.activated"	"V680"	0.082787834	6.46e-18	114
"2647"	"Dendritic.cells.activated"	"V712"	-0.060383883	3.27e-10	115
"2648"	"Dendritic.cells.activated"	"V736"	-0.155578522	1.41e-59	116
"2649"	"Dendritic.cells.activated"	"V738"	-0.087408199	8.45e-20	117
"2650"	"Dendritic.cells.activated"	"V747"	-0.007437893	0.439227758	118
"2651"	"Dendritic.cells.activated"	"V754"	0.189311147	7.87e-88	119
"2652"	"Dendritic.cells.activated"	"V756"	0.151453788	1.61e-56	120
"2653"	"Dendritic.cells.activated"	"V758"	0.100536572	1.05e-25	121
"2654"	"Dendritic.cells.activated"	"V773"	-0.114612139	5.88e-33	122
"2655"	"Dendritic.cells.activated"	"V777"	-0.051211627	9.87e-08	123
"2656"	"Dendritic.cells.activated"	"V786"	0.266568892	2.26e-175	124
"2657"	"Dendritic.cells.activated"	"V788"	-0.382600264	0	125
"2658"	"Dendritic.cells.activated"	"V789"	-0.286083154	7.94e-203	126
"2659"	"Dendritic.cells.activated"	"V804"	-0.050067304	1.89e-07	128
"2660"	"Dendritic.cells.activated"	"V814"	0.091671885	1.26e-21	129
"2661"	"Dendritic.cells.activated"	"V825"	0.187240724	6.3e-86	131
"2662"	"Dendritic.cells.activated"	"V833"	-0.094332145	8.21e-23	132
"2663"	"Dendritic.cells.activated"	"V839"	-0.025104105	0.009026275	133
"2664"	"Dendritic.cells.activated"	"V840"	0.04614482	1.58e-06	134
"2665"	"Dendritic.cells.activated"	"V843"	0.019014775	0.047976306	135
"2666"	"Dendritic.cells.activated"	"V856"	-0.091525312	1.46e-21	136
"2667"	"Dendritic.cells.activated"	"V870"	-0.105329698	4.56e-28	137
"2668"	"Dendritic.cells.activated"	"V881"	-0.181021932	2.4e-80	138
"2669"	"Dendritic.cells.activated"	"V882"	0.018973248	0.048466109	139
"2670"	"Dendritic.cells.activated"	"V887"	0.143920331	3.72e-51	140
"2671"	"Dendritic.cells.activated"	"V888"	-0.114122886	1.09e-32	141
"2672"	"Dendritic.cells.activated"	"V895"	-0.136953594	1.9e-46	142
"2673"	"Dendritic.cells.activated"	"V896"	0.138408847	2.07e-47	143
"2674"	"Dendritic.cells.activated"	"V898"	0.112756076	6.03e-32	144
"2675"	"Dendritic.cells.activated"	"V923"	-0.023933906	0.012799124	145
"2676"	"Dendritic.cells.activated"	"V926"	-0.048775465	3.87e-07	146
"2677"	"Dendritic.cells.activated"	"V946"	-0.054314371	1.58e-08	147
"2678"	"Dendritic.cells.activated"	"V949"	0.094266856	8.79e-23	148
"2679"	"Dendritic.cells.activated"	"V960"	0.109193159	4.72e-30	149
"2680"	"Dendritic.cells.activated"	"V964"	0.103604601	3.32e-27	150
"2681"	"Dendritic.cells.activated"	"V986"	0.016455279	0.08701723	151
"2682"	"Dendritic.cells.activated"	"V1002"	-0.025235872	0.008670838	1
"2683"	"Dendritic.cells.activated"	"V1032"	0.134543039	7.13e-45	2
"2684"	"Dendritic.cells.activated"	"V1043"	-0.101994225	2.06e-26	3
"2685"	"Dendritic.cells.activated"	"V1061"	-0.043063755	7.45e-06	4
"2686"	"Dendritic.cells.activated"	"V1064"	-0.039442872	4.07e-05	5
"2687"	"Dendritic.cells.activated"	"V1069"	-0.175340458	2.02e-75	6
"2688"	"Dendritic.cells.activated"	"V1108"	0.035882715	0.000189404	7
"2689"	"Dendritic.cells.activated"	"V1112"	-0.08560141	4.73e-19	8
"2690"	"Dendritic.cells.activated"	"V1116"	-0.070226526	2.63e-13	9
"2691"	"Dendritic.cells.activated"	"V1117"	-0.041438948	1.62e-05	10
"2692"	"Dendritic.cells.activated"	"V1119"	-0.002827931	0.768692941	11
"2693"	"Dendritic.cells.activated"	"V1132"	-0.129234583	1.65e-41	12
"2694"	"Dendritic.cells.activated"	"V1145"	0.014006751	0.145206792	13
"2695"	"Dendritic.cells.activated"	"V1155"	0.06342046	4.06e-11	14
"2696"	"Dendritic.cells.activated"	"V1164"	0.148227141	3.46e-54	16
"2697"	"Dendritic.cells.activated"	"V1170"	-0.13110016	1.12e-42	17
"2698"	"Dendritic.cells.activated"	"V1185"	0.1406214	6.77e-49	18
"2699"	"Dendritic.cells.activated"	"V1194"	0.021418336	0.025906667	19
"2700"	"Dendritic.cells.activated"	"V1195"	-0.054145728	1.75e-08	20
"2701"	"Dendritic.cells.activated"	"V1198"	-0.066658029	3.93e-12	21
"2702"	"Dendritic.cells.activated"	"V1204"	-0.063691373	3.35e-11	23
"2703"	"Dendritic.cells.activated"	"V1205"	0.036947972	0.000121225	24
"2704"	"Dendritic.cells.activated"	"V1209"	0.044620123	3.44e-06	25
"2705"	"Dendritic.cells.activated"	"V1224"	-0.200211658	3.21e-98	26
"2706"	"Dendritic.cells.activated"	"V1225"	-0.044490303	3.68e-06	27
"2707"	"Dendritic.cells.activated"	"V1226"	0.084374985	1.49e-18	28
"2708"	"Dendritic.cells.activated"	"V1233"	-0.221586561	2e-120	29
"2709"	"Dendritic.cells.activated"	"V1246"	-0.076315212	1.9e-15	30
"2710"	"Dendritic.cells.activated"	"V1254"	0.092219469	7.21e-22	31
"2711"	"Dendritic.cells.activated"	"V1275"	-0.01058539	0.270968434	32
"2712"	"Dendritic.cells.activated"	"V1303"	-0.011201343	0.244061308	33
"2713"	"Dendritic.cells.activated"	"V1313"	0.004080767	0.671294447	35
"2714"	"Dendritic.cells.activated"	"V1326"	-0.096998999	4.94e-24	36
"2715"	"Dendritic.cells.activated"	"V1359"	0.096326209	1.01e-23	37
"2716"	"Dendritic.cells.activated"	"V1366"	0.025792188	0.007304187	38
"2717"	"Dendritic.cells.activated"	"V1373"	-0.077315332	8.13e-16	39
"2718"	"Dendritic.cells.activated"	"V1378"	0.120360666	3.4e-36	40
"2719"	"Mast.cells.resting"	"V2"	-0.16235225	8.74e-65	47
"2720"	"Mast.cells.resting"	"V8"	-0.066491326	4.44e-12	127
"2721"	"Mast.cells.resting"	"V12"	0.009216399	0.337831143	22
"2722"	"Mast.cells.resting"	"V28"	0.006404133	0.505417204	57
"2723"	"Mast.cells.resting"	"V36"	-0.063112548	5.04e-11	66
"2724"	"Mast.cells.resting"	"V46"	0.053247313	3e-08	79
"2725"	"Mast.cells.resting"	"V55"	0.060553599	2.92e-10	96
"2726"	"Mast.cells.resting"	"V63"	0.017309516	0.071829116	103
"2727"	"Mast.cells.resting"	"V67"	-0.006789929	0.480118594	111
"2728"	"Mast.cells.resting"	"V82"	0.039679748	3.66e-05	130
"2729"	"Mast.cells.resting"	"V116"	-0.135197864	2.68e-45	15
"2730"	"Mast.cells.resting"	"V131"	-0.313504323	2.66e-245	34
"2731"	"Mast.cells.resting"	"V139"	0.079837556	9.11e-17	41
"2732"	"Mast.cells.resting"	"V143"	0.283938745	1.07e-199	42
"2733"	"Mast.cells.resting"	"V146"	0.24232065	2.43e-144	43
"2734"	"Mast.cells.resting"	"V148"	0.175438783	1.67e-75	44
"2735"	"Mast.cells.resting"	"V163"	0.184820445	9.89e-84	45
"2736"	"Mast.cells.resting"	"V169"	0.047758746	6.72e-07	46
"2737"	"Mast.cells.resting"	"V207"	-0.007870225	0.413094968	48
"2738"	"Mast.cells.resting"	"V215"	0.032016037	0.000867554	49
"2739"	"Mast.cells.resting"	"V220"	0.033279039	0.000536698	50
"2740"	"Mast.cells.resting"	"V240"	-0.017932805	0.06217687	51
"2741"	"Mast.cells.resting"	"V252"	0.085166731	7.13e-19	52
"2742"	"Mast.cells.resting"	"V253"	-0.023634308	0.013965837	53
"2743"	"Mast.cells.resting"	"V257"	0.059386443	6.36e-10	54
"2744"	"Mast.cells.resting"	"V269"	0.094524929	6.72e-23	55
"2745"	"Mast.cells.resting"	"V271"	0.011947258	0.214062104	56
"2746"	"Mast.cells.resting"	"V286"	-0.022084101	0.02162634	58
"2747"	"Mast.cells.resting"	"V291"	0.110599091	8.6e-31	59
"2748"	"Mast.cells.resting"	"V295"	0.003616054	0.706883627	60
"2749"	"Mast.cells.resting"	"V305"	0.01601052	0.095895724	61
"2750"	"Mast.cells.resting"	"V336"	0.006757815	0.482197825	62
"2751"	"Mast.cells.resting"	"V342"	-0.082911573	5.77e-18	63
"2752"	"Mast.cells.resting"	"V352"	0.092708013	4.38e-22	64
"2753"	"Mast.cells.resting"	"V357"	0.23739719	1.91e-138	65
"2754"	"Mast.cells.resting"	"V360"	-0.361996594	0	67
"2755"	"Mast.cells.resting"	"V366"	0.010854881	0.258955789	68
"2756"	"Mast.cells.resting"	"V373"	0.063434274	4.02e-11	69
"2757"	"Mast.cells.resting"	"V394"	-0.106556377	1.09e-28	70
"2758"	"Mast.cells.resting"	"V405"	0.066460647	4.55e-12	71
"2759"	"Mast.cells.resting"	"V413"	0.038679707	5.72e-05	72
"2760"	"Mast.cells.resting"	"V425"	-0.023114412	0.016214408	73
"2761"	"Mast.cells.resting"	"V426"	0.098729423	7.63e-25	74
"2762"	"Mast.cells.resting"	"V442"	0.089874604	7.59e-21	75
"2763"	"Mast.cells.resting"	"V451"	-0.136517839	3.68e-46	76
"2764"	"Mast.cells.resting"	"V455"	0.228529857	3.6e-128	77
"2765"	"Mast.cells.resting"	"V458"	0.121034996	1.38e-36	78
"2766"	"Mast.cells.resting"	"V464"	0.066252283	5.3e-12	80
"2767"	"Mast.cells.resting"	"V466"	-0.014151678	0.141089447	81
"2768"	"Mast.cells.resting"	"V467"	0.001680664	0.861254843	82
"2769"	"Mast.cells.resting"	"V479"	-0.000214217	0.982226964	83
"2770"	"Mast.cells.resting"	"V482"	0.02798969	0.003599326	84
"2771"	"Mast.cells.resting"	"V485"	0.10391676	2.33e-27	85
"2772"	"Mast.cells.resting"	"V486"	-0.043808901	5.16e-06	86
"2773"	"Mast.cells.resting"	"V487"	0.11065739	8.01e-31	87
"2774"	"Mast.cells.resting"	"V494"	0.009770724	0.309577441	88
"2775"	"Mast.cells.resting"	"V511"	0.175566631	1.3e-75	89
"2776"	"Mast.cells.resting"	"V516"	0.006510167	0.498394802	90
"2777"	"Mast.cells.resting"	"V518"	0.051686621	7.51e-08	91
"2778"	"Mast.cells.resting"	"V521"	0.2030496	5e-101	92
"2779"	"Mast.cells.resting"	"V522"	0.090372938	4.62e-21	93
"2780"	"Mast.cells.resting"	"V523"	-0.025971092	0.006907692	94
"2781"	"Mast.cells.resting"	"V540"	0.018613285	0.052890357	95
"2782"	"Mast.cells.resting"	"V564"	-0.034497012	0.000332575	97
"2783"	"Mast.cells.resting"	"V567"	-0.005188223	0.589513329	98
"2784"	"Mast.cells.resting"	"V579"	0.132445849	1.58e-43	99
"2785"	"Mast.cells.resting"	"V593"	0.199919672	6.21e-98	100
"2786"	"Mast.cells.resting"	"V601"	0.033273259	0.000537899	101
"2787"	"Mast.cells.resting"	"V609"	0.003544832	0.712397442	102
"2788"	"Mast.cells.resting"	"V630"	-0.066444133	4.6e-12	104
"2789"	"Mast.cells.resting"	"V647"	0.009406366	0.327967569	105
"2790"	"Mast.cells.resting"	"V649"	-0.063238449	4.61e-11	106
"2791"	"Mast.cells.resting"	"V659"	-0.036079165	0.000174595	107
"2792"	"Mast.cells.resting"	"V661"	-0.175720777	9.57e-76	108
"2793"	"Mast.cells.resting"	"V668"	0.048106171	5.57e-07	109
"2794"	"Mast.cells.resting"	"V669"	-0.068020879	1.42e-12	110
"2795"	"Mast.cells.resting"	"V670"	-0.122446729	2.07e-37	112
"2796"	"Mast.cells.resting"	"V671"	0.120975475	1.5e-36	113
"2797"	"Mast.cells.resting"	"V680"	-0.051099259	1.05e-07	114
"2798"	"Mast.cells.resting"	"V712"	-0.04426181	4.12e-06	115
"2799"	"Mast.cells.resting"	"V736"	0.019134143	0.046591484	116
"2800"	"Mast.cells.resting"	"V738"	0.346129997	4.5e-302	117
"2801"	"Mast.cells.resting"	"V747"	-0.026861284	0.005207917	118
"2802"	"Mast.cells.resting"	"V754"	0.046055747	1.65e-06	119
"2803"	"Mast.cells.resting"	"V756"	-0.061100165	2.02e-10	120
"2804"	"Mast.cells.resting"	"V758"	0.056959156	3.06e-09	121
"2805"	"Mast.cells.resting"	"V773"	0.064426841	1.99e-11	122
"2806"	"Mast.cells.resting"	"V777"	-0.091457277	1.56e-21	123
"2807"	"Mast.cells.resting"	"V786"	-0.021115706	0.028082927	124
"2808"	"Mast.cells.resting"	"V788"	0.05592677	5.87e-09	125
"2809"	"Mast.cells.resting"	"V789"	0.061712295	1.33e-10	126
"2810"	"Mast.cells.resting"	"V804"	-0.027797833	0.003836116	128
"2811"	"Mast.cells.resting"	"V814"	-0.105698283	2.97e-28	129
"2812"	"Mast.cells.resting"	"V825"	0.015404179	0.109151507	131
"2813"	"Mast.cells.resting"	"V833"	-0.162714873	4.53e-65	132
"2814"	"Mast.cells.resting"	"V839"	0.037736859	8.65e-05	133
"2815"	"Mast.cells.resting"	"V840"	0.005183126	0.589879045	134
"2816"	"Mast.cells.resting"	"V843"	-0.001524532	0.874030943	135
"2817"	"Mast.cells.resting"	"V856"	0.081352369	2.37e-17	136
"2818"	"Mast.cells.resting"	"V870"	0.015669024	0.103193355	137
"2819"	"Mast.cells.resting"	"V881"	-0.047749015	6.75e-07	138
"2820"	"Mast.cells.resting"	"V882"	-0.002096778	0.827390121	139
"2821"	"Mast.cells.resting"	"V887"	0.036012489	0.000179495	140
"2822"	"Mast.cells.resting"	"V888"	-0.210855431	5.7e-109	141
"2823"	"Mast.cells.resting"	"V895"	-0.059144629	7.46e-10	142
"2824"	"Mast.cells.resting"	"V896"	0.06236538	8.48e-11	143
"2825"	"Mast.cells.resting"	"V898"	0.005275288	0.583282891	144
"2826"	"Mast.cells.resting"	"V923"	-0.037790851	8.45e-05	145
"2827"	"Mast.cells.resting"	"V926"	-0.163292259	1.59e-65	146
"2828"	"Mast.cells.resting"	"V946"	-0.054656804	1.28e-08	147
"2829"	"Mast.cells.resting"	"V949"	-0.040241874	2.83e-05	148
"2830"	"Mast.cells.resting"	"V960"	-0.013945781	0.146966203	149
"2831"	"Mast.cells.resting"	"V964"	0.051882046	6.7e-08	150
"2832"	"Mast.cells.resting"	"V986"	0.051966786	6.38e-08	151
"2833"	"Mast.cells.resting"	"V1002"	-0.345748012	2.28e-301	1
"2834"	"Mast.cells.resting"	"V1032"	-0.043711711	5.42e-06	2
"2835"	"Mast.cells.resting"	"V1043"	-0.078449817	3.06e-16	3
"2836"	"Mast.cells.resting"	"V1061"	-0.305500543	2.02e-232	4
"2837"	"Mast.cells.resting"	"V1064"	-0.053336445	2.85e-08	5
"2838"	"Mast.cells.resting"	"V1069"	-0.017440814	0.069699771	6
"2839"	"Mast.cells.resting"	"V1108"	0.356707541	5.23709584591721e-322	7
"2840"	"Mast.cells.resting"	"V1112"	-0.063087999	5.13e-11	8
"2841"	"Mast.cells.resting"	"V1116"	-0.115047781	3.38e-33	9
"2842"	"Mast.cells.resting"	"V1117"	0.123947606	2.69e-38	10
"2843"	"Mast.cells.resting"	"V1119"	0.081169478	2.79e-17	11
"2844"	"Mast.cells.resting"	"V1132"	-0.013104892	0.172922605	12
"2845"	"Mast.cells.resting"	"V1145"	-0.070744879	1.76e-13	13
"2846"	"Mast.cells.resting"	"V1155"	0.052463669	4.77e-08	14
"2847"	"Mast.cells.resting"	"V1164"	-0.105980909	2.13e-28	16
"2848"	"Mast.cells.resting"	"V1170"	-0.092191132	7.42e-22	17
"2849"	"Mast.cells.resting"	"V1185"	0.061832396	1.22e-10	18
"2850"	"Mast.cells.resting"	"V1194"	0.088591527	2.68e-20	19
"2851"	"Mast.cells.resting"	"V1195"	-0.052332639	5.15e-08	20
"2852"	"Mast.cells.resting"	"V1198"	-0.04079606	2.19e-05	21
"2853"	"Mast.cells.resting"	"V1204"	-0.04206854	1.2e-05	23
"2854"	"Mast.cells.resting"	"V1205"	-0.057310499	2.45e-09	24
"2855"	"Mast.cells.resting"	"V1209"	-0.026685465	0.005510162	25
"2856"	"Mast.cells.resting"	"V1224"	-0.189515201	5.1e-88	26
"2857"	"Mast.cells.resting"	"V1225"	-0.003904423	0.68471805	27
"2858"	"Mast.cells.resting"	"V1226"	0.161162305	7.47e-64	28
"2859"	"Mast.cells.resting"	"V1233"	0.0492381	3e-07	29
"2860"	"Mast.cells.resting"	"V1246"	-0.079801664	9.41e-17	30
"2861"	"Mast.cells.resting"	"V1254"	0.043383124	6.37e-06	31
"2862"	"Mast.cells.resting"	"V1275"	0.265789369	2.54e-174	32
"2863"	"Mast.cells.resting"	"V1303"	0.037531051	9.45e-05	33
"2864"	"Mast.cells.resting"	"V1313"	-0.00740847	0.441040104	35
"2865"	"Mast.cells.resting"	"V1326"	-0.143112219	1.35e-50	36
"2866"	"Mast.cells.resting"	"V1359"	-0.082405366	9.15e-18	37
"2867"	"Mast.cells.resting"	"V1366"	-0.018082052	0.060032237	38
"2868"	"Mast.cells.resting"	"V1373"	0.133932555	1.77e-44	39
"2869"	"Mast.cells.resting"	"V1378"	-0.120159497	4.44e-36	40
"2870"	"Mast.cells.activated"	"V2"	-0.00415847	0.665412368	47
"2871"	"Mast.cells.activated"	"V8"	0.097119862	4.34e-24	127
"2872"	"Mast.cells.activated"	"V12"	-0.076512934	1.61e-15	22
"2873"	"Mast.cells.activated"	"V28"	-0.026112815	0.006607441	57
"2874"	"Mast.cells.activated"	"V36"	0.140286824	1.14e-48	66
"2875"	"Mast.cells.activated"	"V46"	0.021317074	0.026618043	79
"2876"	"Mast.cells.activated"	"V55"	-0.112115054	1.34e-31	96
"2877"	"Mast.cells.activated"	"V63"	-0.093757429	1.49e-22	103
"2878"	"Mast.cells.activated"	"V67"	0.009819164	0.307184881	111
"2879"	"Mast.cells.activated"	"V82"	-0.003284657	0.732665819	130
"2880"	"Mast.cells.activated"	"V116"	0.05186464	6.77e-08	15
"2881"	"Mast.cells.activated"	"V131"	0.054250156	1.64e-08	34
"2882"	"Mast.cells.activated"	"V139"	-0.084555666	1.26e-18	41
"2883"	"Mast.cells.activated"	"V143"	-0.107546253	3.38e-29	42
"2884"	"Mast.cells.activated"	"V146"	-0.026696926	0.005489988	43
"2885"	"Mast.cells.activated"	"V148"	0.012007764	0.211750703	44
"2886"	"Mast.cells.activated"	"V163"	-0.215701964	4.57e-114	45
"2887"	"Mast.cells.activated"	"V169"	-0.048750344	3.92e-07	46
"2888"	"Mast.cells.activated"	"V207"	0.099920102	2.07e-25	48
"2889"	"Mast.cells.activated"	"V215"	-0.02898658	0.002569549	49
"2890"	"Mast.cells.activated"	"V220"	0.007040403	0.464070785	50
"2891"	"Mast.cells.activated"	"V240"	0.002609844	0.786079209	51
"2892"	"Mast.cells.activated"	"V252"	-0.081296481	2.49e-17	52
"2893"	"Mast.cells.activated"	"V253"	0.107855568	2.34e-29	53
"2894"	"Mast.cells.activated"	"V257"	0.013737176	0.153109287	54
"2895"	"Mast.cells.activated"	"V269"	-0.142903369	1.87e-50	55
"2896"	"Mast.cells.activated"	"V271"	-0.06028155	3.51e-10	56
"2897"	"Mast.cells.activated"	"V286"	0.081045815	3.12e-17	58
"2898"	"Mast.cells.activated"	"V291"	-0.100786747	7.95e-26	59
"2899"	"Mast.cells.activated"	"V295"	0.026758111	0.00538341	60
"2900"	"Mast.cells.activated"	"V305"	-0.035043172	0.000267021	61
"2901"	"Mast.cells.activated"	"V336"	0.025374097	0.008311469	62
"2902"	"Mast.cells.activated"	"V342"	0.062102337	1.02e-10	63
