"DRUG_NAME"	"TC"	"Correlation"	"PValue"	"Compound..code.or.generic.name."	"Compound..brand.name."	"Target.s."	"Mechanism.of.action"	"Class"	"Highest.Phase"	"Organization"	"mTC"
"2833"	16	"V80"	-0.014335342	0.751267636	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	127
"2834"	8	"V175"	0.014324389	0.751451423	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	26
"2835"	9	"V289"	0.014306428	0.751998519	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	63
"2836"	24	"V268"	-0.01430349	0.753775099	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	55
"2837"	7	"V189"	0.014264073	0.755671001	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	34
"2838"	12	"V119"	0.014260587	0.752767262	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	7
"2839"	4	"V32"	0.014200813	0.753770011	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	72
"2840"	13	"V180"	-0.014192108	0.754649505	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	30
"2841"	1	"V364"	-0.014130301	0.754953436	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	87
"2842"	12	"V175"	-0.014085158	0.755711395	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	26
"2843"	7	"V33"	0.014075426	0.758801634	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	76
"2844"	2	"V13"	-0.014049758	0.756305917	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	10
"2845"	11	"V22"	0.014048318	0.756088418	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	45
"2846"	19	"V413"	0.014027463	0.767327176	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	102
"2847"	1	"V414"	0.013925369	0.758396138	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	103
"2848"	18	"V95"	0.013898604	0.760529184	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	136
"2849"	3	"V43"	0.01387934	0.75893098	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	107
"2850"	18	"V171"	0.013800499	0.762168481	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	23
"2851"	9	"V164"	-0.013717108	0.761899644	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	19
"2852"	9	"V36"	-0.0137104	0.762012573	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	86
"2853"	3	"V22"	0.013690784	0.762106731	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	45
"2854"	11	"V79"	-0.013689576	0.762127084	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	126
"2855"	17	"V44"	0.013667927	0.762727721	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	111
"2856"	15	"V211"	-0.013651136	0.779942874	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	42
"2857"	10	"V258"	0.013639236	0.783742723	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	50
"2858"	3	"V227"	-0.013606242	0.763531931	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	46
"2859"	1	"V376"	-0.013588031	0.764073536	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	90
"2860"	17	"V465"	0.013573698	0.764315038	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	120
"2861"	18	"V170"	0.013569864	0.766026504	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	22
"2862"	10	"V411"	-0.013483254	0.786155643	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	100
"2863"	16	"V92"	-0.01342269	0.766628972	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	135
"2864"	11	"V270"	0.013421192	0.766654269	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	57
"2865"	22	"V455"	-0.013403493	0.766953091	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	114
"2866"	1	"V289"	-0.013395135	0.767325688	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	63
"2867"	22	"V189"	0.013379086	0.767365248	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	34
"2868"	21	"V28"	0.013307906	0.768567594	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	60
"2869"	10	"V265"	-0.013282269	0.789267748	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	53
"2870"	10	"V461"	0.013248844	0.789785631	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	117
"2871"	6	"V439"	0.013241027	0.817457534	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	110
"2872"	9	"V92"	-0.013203887	0.770554107	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	135
"2873"	20	"V190"	0.013131598	0.771775431	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	35
"2874"	11	"V36"	-0.013085894	0.772321329	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	86
"2875"	13	"V30"	0.013062869	0.77361727	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	67
"2876"	4	"V411"	0.013028195	0.773523409	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	100
"2877"	11	"V352"	0.013013608	0.77354467	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	83
"2878"	19	"V119"	0.012869896	0.786040887	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	7
"2879"	22	"V269"	-0.012860829	0.776132105	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	56
"2880"	1	"V265"	-0.01285572	0.776441576	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	53
"2881"	15	"V189"	0.012842518	0.79267192	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	34
"2882"	10	"V13"	-0.012833548	0.796227902	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	10
"2883"	11	"V332"	-0.012794065	0.777263586	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	77
"2884"	4	"V273"	-0.012785413	0.777632043	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	58
"2885"	5	"V156"	0.012784281	0.777651206	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	15
"2886"	4	"V413"	0.01275843	0.778089067	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	102
"2887"	3	"V166"	-0.012667404	0.779411459	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	20
"2888"	9	"V466"	0.012619625	0.780441258	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	121
"2889"	16	"V172"	-0.012607598	0.780426229	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	24
"2890"	2	"V175"	-0.012589556	0.780951078	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	26
"2891"	19	"V17"	0.012566743	0.790962716	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	21
"2892"	21	"V172"	-0.012558701	0.781256163	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	24
"2893"	22	"V30"	-0.012485846	0.782493206	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	67
"2894"	16	"V420"	0.012425844	0.783512414	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	106
"2895"	11	"V189"	-0.012379888	0.784293291	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	34
"2896"	23	"V367"	0.012259249	0.786344196	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	88
"2897"	3	"V364"	-0.012241982	0.786637861	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	87
"2898"	2	"V12"	0.012191511	0.787708668	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	8
"2899"	11	"V43"	-0.012148134	0.788234491	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	107
"2900"	13	"V273"	-0.01212781	0.789426675	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	58
"2901"	21	"V92"	0.012126058	0.788610204	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	135
"2902"	3	"V416"	-0.012066243	0.789628442	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	104
"2903"	5	"V448"	-0.012020071	0.790624148	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	113
"2904"	2	"V171"	-0.011964621	0.79156775	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	23
"2905"	24	"V357"	-0.011819774	0.795484049	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	84
"2906"	15	"V447"	-0.011736716	0.810168073	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	112
"2907"	18	"V176"	0.011725314	0.797082718	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	27
"2908"	11	"V289"	0.011718572	0.795553875	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	63
"2909"	24	"V80"	0.011712482	0.797299962	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	127
"2910"	18	"V241"	0.011660208	0.798185088	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	48
"2911"	1	"V465"	-0.011626941	0.797320637	"17-AAG"	"Tanespimycin"	"HSP90"	"Heat Shock Protein 90 (hsp90) Inhibitor"	"Other targeted therapies"	"Phase III"	"Bristol-Myers Squibb"	120
"2912"	24	"V71"	-0.011580519	0.799534921	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	124
"2913"	8	"V447"	-0.011492477	0.799413614	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	112
"2914"	18	"V448"	-0.011477198	0.801285949	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	113
"2915"	3	"V72"	0.011467176	0.799845843	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	125
"2916"	9	"V393"	-0.011422951	0.800801265	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	96
"2917"	16	"V30"	-0.011401924	0.800960861	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	67
"2918"	17	"V116"	0.011309202	0.802743848	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	5
"2919"	10	"V172"	-0.011257126	0.820804843	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	24
"2920"	22	"V63"	0.011220579	0.80406175	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	123
"2921"	14	"V13"	0.011216617	0.804129535	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	10
"2922"	24	"V448"	0.011201425	0.805964445	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	113
"2923"	18	"V211"	-0.011160409	0.806660884	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	42
"2924"	6	"V432"	0.011110518	0.846430395	"Irinotecan"	"Camptosar "	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1994"	"Pfizer "	108
"2925"	14	"V200"	-0.01102182	0.80746395	"PD-0325901"	""	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Discontinued"	"Pfizer "	38
"2926"	8	"V17"	-0.011009749	0.807670681	"Lapatinib"	"Tykerb"	"EGFR, HER2"	"EGFR and HER2 Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"GlaxoSmithKline"	21
"2927"	22	"V412"	0.01098688	0.808062408	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	101
"2928"	2	"V18"	-0.010974541	0.808466163	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	29
"2929"	17	"V71"	0.010942667	0.80901171	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	124
"2930"	10	"V420"	-0.010896009	0.826460515	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	106
"2931"	11	"V44"	0.010874589	0.809986482	"Nutlin-3"	""	"MDM2"	"MDM2 Inhibitor"	"Other targeted therapies"	"Preclinical"	"Roche"	111
"2932"	9	"V372"	0.010862773	0.810379557	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	89
"2933"	21	"V211"	-0.010851849	0.810376258	"TAE684"	""	"ALK"	"ALK Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	42
"2934"	23	"V332"	-0.010829498	0.810759435	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	77
"2935"	4	"V381"	-0.010813214	0.811228325	"AZD6244"	"Selumetinib"	"MEK"	"MEK1 and MEK2 Inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	91
"2936"	2	"V349"	0.010808851	0.811303069	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	81
"2937"	2	"V404"	-0.010734393	0.812578725	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	98
"2938"	19	"V79"	0.010722066	0.821084544	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	126
"2939"	18	"V44"	-0.010704667	0.814409348	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	111
"2940"	9	"V71"	0.010678796	0.813531579	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	124
"2941"	2	"V393"	0.010677414	0.81355527	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	96
"2942"	5	"V63"	-0.010621726	0.814509961	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	123
"2943"	22	"V176"	0.010576468	0.815100249	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	27
"2944"	13	"V79"	0.01048616	0.817389272	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	126
"2945"	23	"V382"	0.010445976	0.8173411	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	92
"2946"	19	"V447"	0.010399797	0.826375368	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	112
"2947"	16	"V189"	0.010329338	0.819345323	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	34
"2948"	18	"V289"	0.010279605	0.821652574	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	63
"2949"	3	"V387"	0.01021679	0.821280377	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	94
"2950"	19	"V162"	-0.010091492	0.831444303	"RAF265"	""	"Raf kinase B, KDR"	"Raf kinase B and KDR Inhibitor"	"Kinase inhibitor"	"Phase I"	"Novartis"	18
"2951"	13	"V33"	-0.010067046	0.824566978	"Panobinostat  "	"Faridak "	"HDAC"	"Histone Deacetylase (HDAC) Inhibitor"	"Other targeted therapies"	"Pre-Registered"	"Novartis"	76
"2952"	23	"V311"	-0.0100221	0.824630255	"Topotecan"	"Hycamtin"	"Topoisomerase I"	"DNA Topoisomerase I Inhibitor"	"Cytotoxic"	"Launched-1996"	"GlaxoSmithKline"	71
"2953"	2	"V100"	-0.010006375	0.825077245	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	2
"2954"	20	"V465"	0.009994398	0.825283259	"Sorafenib"	"Nexavar"	"Flt3, C-KIT, PDGFRbeta, RET, Raf kinase B, Raf kinase C, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2005"	"Bayer"	120
"2955"	9	"V190"	0.009978518	0.825556398	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	35
"2956"	15	"V392"	-0.009957849	0.838509532	"PD-0332991 "	""	"CDK4/6"	"CDK4/6 Inhibitor"	"Kinase inhibitor"	"Phase II"	"Pfizer "	95
"2957"	2	"V126"	-0.009912979	0.826683945	"AEW541"	""	"IGF-1R"	"IGF-1R Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Novartis"	9
"2958"	10	"V413"	-0.009912056	0.841915569	"Nilotinib"	"Tasigna"	"Abl/Bcr-Abl"	"Abl Inhibitor"	"Kinase inhibitor"	"Launched-2007"	"Novartis"	102
"2959"	12	"V183"	0.009799014	0.828645455	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	32
"2960"	22	"V154"	-0.009782202	0.828762391	"TKI258"	"Dovitinib"	"EGFR, FGFR1, PDGFRbeta, VEGFR-1, KDR"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Phase III"	"Novartis"	13
"2961"	7	"V411"	-0.009748396	0.831595035	"L-685458"	""	"Gamma Secretase"	"gamma-Secretase Inhibitor"	"Other targeted therapies"	"Preclinical"	"Merck Sharp & Dohme"	100
"2962"	3	"V281"	-0.009714466	0.829929969	"AZD0530"	"Saracatinib"	"Src, Abl/Bcr-Abl, EGFR"	"Src and Abl inhibitor"	"Kinase inhibitor"	"Phase II"	"AstraZeneca"	62
"2963"	16	"V190"	-0.009685261	0.830433504	"PF-2341066"	"Crizotinib"	"c-MET, ALK"	"c-MET and ALK Inhibitor"	"Kinase inhibitor"	"Launched-2011"	"Pfizer "	35
"2964"	24	"V183"	-0.009674238	0.831994372	"Vandetanib"	"Zactima"	"Abl, EGFR, Flt3, C-KIT, RET, VEGFR-1, KDR, FLT4"	"Multi-kinase inhibitor"	"Kinase inhibitor"	"Launched-2011"	"AstraZeneca"	32
"2965"	9	"V189"	0.009670827	0.830853033	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	34
"2966"	18	"V352"	-0.009651913	0.832376339	"PLX4720"	""	"RAF "	"Raf kinase B Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Plexxikon"	83
"2967"	17	"V43"	-0.009646815	0.831266699	"PHA-665752"	""	"c-MET"	"c-MET Inhibitor"	"Kinase inhibitor"	"Preclinical"	"Pfizer "	107
"2968"	5	"V466"	0.009644583	0.831305156	"Erlotinib"	"Tarceva"	"EGFR"	"EGFR  Inhibitor"	"Kinase inhibitor"	"Launched-2004"	"Genentech"	121
"2969"	9	"V18"	-0.009640586	0.831374028	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	29
"2970"	9	"V405"	0.009639706	0.831389186	"LBW242"	""	"IAP"	"Inhibitor of Apoptosis Proteins (IAP) Inhibitor"	"Other targeted therapies"	"Preclinical"	"Novartis"	99
"2971"	12	"V241"	0.009622973	0.831677499	"Paclitaxel"	"Taxol"	"beta-tubulin "	"Microtubule-Stabilizing Agents"	"Cytotoxic"	"Launched-1993"	"Bristol-Myers Squibb"	48
