"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"
"1229"	"T.cells.gamma.delta"	"V261"	-0.429	0
"1230"	"T.cells.gamma.delta"	"V268"	-0.0414	3.77e-09
"1231"	"T.cells.gamma.delta"	"V270"	0.00268	0.703067437
"1232"	"T.cells.gamma.delta"	"V281"	-0.0617	1.52e-18
"1233"	"T.cells.gamma.delta"	"V284"	-0.264	5.88926249842766e-320
"1234"	"T.cells.gamma.delta"	"V286"	-0.103	3.49e-49
"1235"	"T.cells.gamma.delta"	"V287"	0.0693	5.06e-23
"1236"	"T.cells.gamma.delta"	"V294"	0.00586	0.404496805
"1237"	"T.cells.gamma.delta"	"V308"	-0.0196	0.005334643
"1238"	"T.cells.gamma.delta"	"V327"	-0.0997	5.92e-46
"1239"	"T.cells.gamma.delta"	"V337"	-0.0427	1.22e-09
"1240"	"T.cells.gamma.delta"	"V362"	-0.0657	7.86e-21
"1241"	"T.cells.gamma.delta"	"V370"	0.131	2.03e-78
"1242"	"T.cells.gamma.delta"	"V375"	-0.0288	4.18e-05
"1243"	"T.cells.gamma.delta"	"V385"	-0.0734	1.19e-25
"1244"	"T.cells.gamma.delta"	"V386"	-0.0297	2.35e-05
"1245"	"T.cells.gamma.delta"	"V392"	-0.147	1.38e-98
"1246"	"T.cells.gamma.delta"	"V393"	0.142	3.26e-92
"1247"	"T.cells.gamma.delta"	"V400"	0.0405	8.3e-09
"1248"	"T.cells.gamma.delta"	"V403"	-0.0445	2.42e-10
"1249"	"T.cells.gamma.delta"	"V405"	0.149	4.55e-101
"1250"	"T.cells.gamma.delta"	"V423"	0.145	8.3e-96
"1251"	"T.cells.gamma.delta"	"V431"	-0.2	4.18e-182
"1252"	"T.cells.gamma.delta"	"V435"	-0.0776	1.82e-28
"1253"	"T.cells.gamma.delta"	"V451"	0.0539	1.58e-14
"1254"	"T.cells.gamma.delta"	"V452"	0.303	0
"1255"	"T.cells.gamma.delta"	"V455"	0.0977	3.41e-44
"1256"	"T.cells.gamma.delta"	"V458"	-0.0348	7.31e-07
"1257"	"T.cells.gamma.delta"	"V461"	0.125	2.89e-71
"1258"	"T.cells.gamma.delta"	"V464"	-0.0264	0.000174525
"1259"	"T.cells.gamma.delta"	"V469"	-0.0848	1.25e-33
"1260"	"T.cells.gamma.delta"	"V473"	0.131	6.49e-78
"1261"	"T.cells.gamma.delta"	"V479"	0.208	4.53e-197
"1262"	"T.cells.gamma.delta"	"V484"	-0.129	1.83e-76
"1263"	"T.cells.gamma.delta"	"V493"	-0.0224	0.001432201
"1264"	"T.cells.gamma.delta"	"V504"	-0.07	2.04e-23
"1265"	"T.cells.gamma.delta"	"V519"	0.00227	0.747086102
"1266"	"T.cells.gamma.delta"	"V527"	0.0686	1.37e-22
"1267"	"T.cells.gamma.delta"	"V528"	0.0814	3.78e-31
"1268"	"T.cells.gamma.delta"	"V533"	0.0656	9.02e-21
"1269"	"T.cells.gamma.delta"	"V537"	0.0188	0.007527941
"1270"	"T.cells.gamma.delta"	"V562"	0.0236	0.000775882
"1271"	"T.cells.gamma.delta"	"V570"	0.148	1.6e-99
"1272"	"T.cells.gamma.delta"	"V576"	-0.111	2.66e-56
"1273"	"T.cells.gamma.delta"	"V590"	0.307	0
"1274"	"T.cells.gamma.delta"	"V592"	0.0843	2.81e-33
"1275"	"T.cells.gamma.delta"	"V611"	0.0141	0.044169179
"1276"	"T.cells.gamma.delta"	"V625"	-0.0811	6.44e-31
"1277"	"T.cells.gamma.delta"	"V626"	-0.0273	0.000104058
"1278"	"T.cells.gamma.delta"	"V628"	-0.357	0
"1279"	"T.cells.gamma.delta"	"V632"	0.0669	1.58e-21
"1280"	"T.cells.gamma.delta"	"V645"	-0.0389	3.13e-08
"1281"	"T.cells.gamma.delta"	"V648"	0.0969	1.85e-43
"1282"	"T.cells.gamma.delta"	"V657"	0.0261	0.000201263
"1283"	"T.cells.gamma.delta"	"V658"	0.141	7.18e-90
"1284"	"T.cells.gamma.delta"	"V662"	0.0511	3.21e-13
"1285"	"T.cells.gamma.delta"	"V663"	-0.00758	0.280757501
"1286"	"T.cells.gamma.delta"	"V675"	-0.165	5.9e-123
"1287"	"T.cells.gamma.delta"	"V677"	-0.118	2.79e-64
"1288"	"T.cells.gamma.delta"	"V678"	-0.00536	0.445166913
"1289"	"T.cells.gamma.delta"	"V681"	0.0061	0.384860562
"1290"	"T.cells.gamma.delta"	"V684"	0.114	1.51e-59
"1291"	"T.cells.gamma.delta"	"V689"	-0.256	6.97e-300
"1292"	"T.cells.gamma.delta"	"V702"	0.243	1.94e-269
"1293"	"T.cells.gamma.delta"	"V703"	0.0425	1.45e-09
"1294"	"T.cells.gamma.delta"	"V710"	0.0416	3.09e-09
"1295"	"T.cells.gamma.delta"	"V719"	-0.0552	3.7e-15
"1296"	"T.cells.gamma.delta"	"V723"	-0.115	1.73e-60
"1297"	"T.cells.gamma.delta"	"V731"	0.0303	1.59e-05
"1298"	"T.cells.gamma.delta"	"V743"	-0.0261	0.00019696
"1299"	"T.cells.gamma.delta"	"V746"	0.00857	0.222394878
"1300"	"T.cells.gamma.delta"	"V750"	0.161	3.33e-117
"1301"	"T.cells.gamma.delta"	"V759"	-0.0735	1.06e-25
"1302"	"T.cells.gamma.delta"	"V772"	0.169	2.02e-129
"1303"	"T.cells.gamma.delta"	"V774"	-0.0646	3.33e-20
"1304"	"T.cells.gamma.delta"	"V790"	-0.0501	9.55e-13
"1305"	"T.cells.gamma.delta"	"V792"	-0.121	1.82e-67
"1306"	"T.cells.gamma.delta"	"V794"	-0.0649	2.16e-20
"1307"	"T.cells.gamma.delta"	"V802"	-0.0119	0.08901608
"1308"	"T.cells.gamma.delta"	"V804"	0.0238	0.000685076
"1309"	"T.cells.gamma.delta"	"V810"	-0.0987	4.91e-45
"1310"	"T.cells.gamma.delta"	"V814"	0.00748	0.286866303
"1311"	"T.cells.gamma.delta"	"V817"	-0.0667	2.02e-21
"1312"	"T.cells.gamma.delta"	"V820"	-0.0403	9.27e-09
"1313"	"T.cells.gamma.delta"	"V821"	0.359	0
"1314"	"T.cells.gamma.delta"	"V822"	0.0292	3.31e-05
"1315"	"T.cells.gamma.delta"	"V823"	-0.0836	9.85e-33
"1316"	"T.cells.gamma.delta"	"V830"	0.0773	3.18e-28
"1317"	"T.cells.gamma.delta"	"V834"	0.0374	1.01e-07
"1318"	"T.cells.gamma.delta"	"V838"	-0.0152	0.030019653
"1319"	"T.cells.gamma.delta"	"V844"	0.0799	4.87e-30
"1320"	"T.cells.gamma.delta"	"V851"	0.0179	0.010776705
"1321"	"NK.cells.resting"	"V13"	0.154	1.99e-108
"1322"	"NK.cells.resting"	"V14"	-0.147	8.18e-98
"1323"	"NK.cells.resting"	"V17"	-0.246	2.54e-276
"1324"	"NK.cells.resting"	"V23"	-0.198	4.06e-179
"1325"	"NK.cells.resting"	"V25"	0.0265	0.00015844
"1326"	"NK.cells.resting"	"V27"	0.222	6.69e-224
"1327"	"NK.cells.resting"	"V37"	-0.0955	2.73e-42
"1328"	"NK.cells.resting"	"V40"	-0.205	1.22e-191
"1329"	"NK.cells.resting"	"V52"	0.0263	0.000181795
"1330"	"NK.cells.resting"	"V54"	0.144	7.52e-95
"1331"	"NK.cells.resting"	"V67"	0.203	1.48e-186
"1332"	"NK.cells.resting"	"V68"	0.0649	2.19e-20
"1333"	"NK.cells.resting"	"V83"	0.18	1.74e-147
"1334"	"NK.cells.resting"	"V94"	-0.105	9.51e-51
"1335"	"NK.cells.resting"	"V100"	0.0207	0.003215214
"1336"	"NK.cells.resting"	"V112"	-0.107	5.81e-53
"1337"	"NK.cells.resting"	"V118"	0.0188	0.007472171
"1338"	"NK.cells.resting"	"V119"	0.0619	1.13e-18
"1339"	"NK.cells.resting"	"V140"	-0.0839	5.71e-33
"1340"	"NK.cells.resting"	"V142"	0.198	1.46e-177
"1341"	"NK.cells.resting"	"V149"	0.0206	0.003427182
"1342"	"NK.cells.resting"	"V150"	-0.182	4.35e-151
"1343"	"NK.cells.resting"	"V155"	0.111	1.54e-56
"1344"	"NK.cells.resting"	"V157"	0.263	2.2120109469346e-318
"1345"	"NK.cells.resting"	"V159"	-0.112	2.55e-57
"1346"	"NK.cells.resting"	"V166"	0.262	1.53708014074151e-314
"1347"	"NK.cells.resting"	"V180"	0.0611	3.07e-18
"1348"	"NK.cells.resting"	"V184"	-0.282	0
"1349"	"NK.cells.resting"	"V189"	-0.00902	0.199318391
"1350"	"NK.cells.resting"	"V190"	0.103	5.84e-49
"1351"	"NK.cells.resting"	"V205"	0.0822	9.5e-32
"1352"	"NK.cells.resting"	"V219"	0.146	7.97e-97
"1353"	"NK.cells.resting"	"V222"	0.0694	4.83e-23
"1354"	"NK.cells.resting"	"V227"	0.231	1.2e-244
"1355"	"NK.cells.resting"	"V231"	0.0912	1.17e-38
"1356"	"NK.cells.resting"	"V238"	-0.122	2.3e-68
"1357"	"NK.cells.resting"	"V241"	0.17	2.52e-131
"1358"	"NK.cells.resting"	"V255"	-0.0853	5.15e-34
"1359"	"NK.cells.resting"	"V256"	-0.0897	1.88e-37
"1360"	"NK.cells.resting"	"V260"	0.0382	5.53e-08
"1361"	"NK.cells.resting"	"V261"	0.222	1.63e-225
"1362"	"NK.cells.resting"	"V268"	0.109	1.17e-54
"1363"	"NK.cells.resting"	"V270"	-0.114	5.43e-60
"1364"	"NK.cells.resting"	"V281"	0.212	5.47e-205
"1365"	"NK.cells.resting"	"V284"	0.0429	1.01e-09
"1366"	"NK.cells.resting"	"V286"	0.00212	0.762392309
"1367"	"NK.cells.resting"	"V287"	-0.0619	1.16e-18
"1368"	"NK.cells.resting"	"V294"	0.111	1.47e-56
"1369"	"NK.cells.resting"	"V308"	0.0898	1.5e-37
"1370"	"NK.cells.resting"	"V327"	0.0181	0.010159793
"1371"	"NK.cells.resting"	"V337"	0.0705	8.86e-24
"1372"	"NK.cells.resting"	"V362"	0.0809	8.36e-31
"1373"	"NK.cells.resting"	"V370"	-0.125	3.52e-71
"1374"	"NK.cells.resting"	"V375"	-0.0548	5.66e-15
"1375"	"NK.cells.resting"	"V385"	0.189	8.82e-163
"1376"	"NK.cells.resting"	"V386"	-0.0426	1.34e-09
"1377"	"NK.cells.resting"	"V392"	0.0806	1.36e-30
"1378"	"NK.cells.resting"	"V393"	-0.0251	0.000349547
"1379"	"NK.cells.resting"	"V400"	0.0633	1.84e-19
"1380"	"NK.cells.resting"	"V403"	0.0169	0.016054891
"1381"	"NK.cells.resting"	"V405"	-0.177	1.01e-142
"1382"	"NK.cells.resting"	"V423"	0.183	1.97e-152
"1383"	"NK.cells.resting"	"V431"	0.188	4.62e-161
"1384"	"NK.cells.resting"	"V435"	-0.217	8.51e-214
"1385"	"NK.cells.resting"	"V451"	-0.154	4.29e-108
"1386"	"NK.cells.resting"	"V452"	-0.0216	0.002119507
"1387"	"NK.cells.resting"	"V455"	-0.257	1.28e-302
"1388"	"NK.cells.resting"	"V458"	-0.0582	1.14e-16
"1389"	"NK.cells.resting"	"V461"	0.0536	2.3e-14
"1390"	"NK.cells.resting"	"V464"	0.269	0
"1391"	"NK.cells.resting"	"V469"	0.226	6.97e-234
"1392"	"NK.cells.resting"	"V473"	-0.226	1.62e-233
"1393"	"NK.cells.resting"	"V479"	-0.118	3.12e-63
"1394"	"NK.cells.resting"	"V484"	0.188	2.32e-161
"1395"	"NK.cells.resting"	"V493"	0.166	7.57e-126
"1396"	"NK.cells.resting"	"V504"	0.09	9.43e-38
"1397"	"NK.cells.resting"	"V519"	0.0807	1.19e-30
"1398"	"NK.cells.resting"	"V527"	0.23	1.27e-241
"1399"	"NK.cells.resting"	"V528"	-0.172	1.67e-134
"1400"	"NK.cells.resting"	"V533"	0.0308	1.17e-05
"1401"	"NK.cells.resting"	"V537"	0.0692	5.74e-23
"1402"	"NK.cells.resting"	"V562"	-0.164	4.22e-122
"1403"	"NK.cells.resting"	"V570"	-0.119	1.48e-64
"1404"	"NK.cells.resting"	"V576"	0.132	2.86e-79
"1405"	"NK.cells.resting"	"V590"	-0.197	1.67e-176
"1406"	"NK.cells.resting"	"V592"	-0.152	1.91e-105
"1407"	"NK.cells.resting"	"V611"	0.122	5.26e-68
"1408"	"NK.cells.resting"	"V625"	0.0255	0.000280161
"1409"	"NK.cells.resting"	"V626"	-0.103	6.44e-49
"1410"	"NK.cells.resting"	"V628"	0.267	0
"1411"	"NK.cells.resting"	"V632"	-0.131	6.05e-78
"1412"	"NK.cells.resting"	"V645"	0.097	1.32e-43
"1413"	"NK.cells.resting"	"V648"	-0.181	2.21e-148
"1414"	"NK.cells.resting"	"V657"	0.0466	3.15e-11
"1415"	"NK.cells.resting"	"V658"	-0.341	0
"1416"	"NK.cells.resting"	"V662"	-0.0331	2.39e-06
"1417"	"NK.cells.resting"	"V663"	0.0395	1.89e-08
"1418"	"NK.cells.resting"	"V675"	0.165	1.41e-123
"1419"	"NK.cells.resting"	"V677"	0.0849	1.02e-33
"1420"	"NK.cells.resting"	"V678"	0.183	1.25e-152
"1421"	"NK.cells.resting"	"V681"	-0.0961	9.02e-43
"1422"	"NK.cells.resting"	"V684"	-0.197	2.63e-177
"1423"	"NK.cells.resting"	"V689"	0.0929	3.95e-40
"1424"	"NK.cells.resting"	"V702"	-0.115	4.7e-61
"1425"	"NK.cells.resting"	"V703"	0.0753	7.28e-27
"1426"	"NK.cells.resting"	"V710"	-0.0268	0.000139052
"1427"	"NK.cells.resting"	"V719"	0.187	3.38e-158
"1428"	"NK.cells.resting"	"V723"	0.0315	7.36e-06
"1429"	"NK.cells.resting"	"V731"	0.123	2.23e-69
"1430"	"NK.cells.resting"	"V743"	0.313	0
"1431"	"NK.cells.resting"	"V746"	-0.0344	9.89e-07
"1432"	"NK.cells.resting"	"V750"	-0.258	4.13e-305
"1433"	"NK.cells.resting"	"V759"	-0.316	0
"1434"	"NK.cells.resting"	"V772"	-0.344	0
"1435"	"NK.cells.resting"	"V774"	0.00461	0.511659964
"1436"	"NK.cells.resting"	"V790"	0.226	3.85e-233
"1437"	"NK.cells.resting"	"V792"	0.146	2.6e-96
"1438"	"NK.cells.resting"	"V794"	0.203	2.84e-188
"1439"	"NK.cells.resting"	"V802"	0.176	1.43e-140
"1440"	"NK.cells.resting"	"V804"	0.188	7.91e-160
"1441"	"NK.cells.resting"	"V810"	0.109	2.36e-54
"1442"	"NK.cells.resting"	"V814"	0.0638	1.03e-19
"1443"	"NK.cells.resting"	"V817"	0.00967	0.168842296
"1444"	"NK.cells.resting"	"V820"	-0.0144	0.040120417
"1445"	"NK.cells.resting"	"V821"	0.0596	1.97e-17
"1446"	"NK.cells.resting"	"V822"	-0.0383	4.84e-08
"1447"	"NK.cells.resting"	"V823"	0.135	2.41e-83
"1448"	"NK.cells.resting"	"V830"	-0.177	1.52e-142
"1449"	"NK.cells.resting"	"V834"	-0.0877	6.46e-36
"1450"	"NK.cells.resting"	"V838"	0.142	2.4e-91
"1451"	"NK.cells.resting"	"V844"	-0.0222	0.00161072
"1452"	"NK.cells.resting"	"V851"	-0.122	3.86e-68
"1453"	"NK.cells.activated"	"V13"	-0.173	2.95e-136
"1454"	"NK.cells.activated"	"V14"	0.104	1.54e-49
"1455"	"NK.cells.activated"	"V17"	0.197	5.32e-176
"1456"	"NK.cells.activated"	"V23"	0.164	4.94e-122
"1457"	"NK.cells.activated"	"V25"	0.0143	0.041918131
"1458"	"NK.cells.activated"	"V27"	-0.334	0
"1459"	"NK.cells.activated"	"V37"	0.292	0
"1460"	"NK.cells.activated"	"V40"	0.146	2.79e-97
"1461"	"NK.cells.activated"	"V52"	-0.0484	5.2e-12
"1462"	"NK.cells.activated"	"V54"	-0.0867	4.37e-35
"1463"	"NK.cells.activated"	"V67"	-0.182	5.18e-150
"1464"	"NK.cells.activated"	"V68"	-0.188	1.85e-160
"1465"	"NK.cells.activated"	"V83"	-0.233	6.68e-249
"1466"	"NK.cells.activated"	"V94"	0.161	2.97e-118
"1467"	"NK.cells.activated"	"V100"	-0.0273	9.88e-05
"1468"	"NK.cells.activated"	"V112"	0.0452	1.16e-10
"1469"	"NK.cells.activated"	"V118"	0.0431	8.46e-10
"1470"	"NK.cells.activated"	"V119"	-0.0174	0.013353701
"1471"	"NK.cells.activated"	"V140"	-0.00572	0.415400734
"1472"	"NK.cells.activated"	"V142"	-0.179	1.04e-145
"1473"	"NK.cells.activated"	"V149"	0.137	3.57e-85
"1474"	"NK.cells.activated"	"V150"	0.163	3.1e-120
"1475"	"NK.cells.activated"	"V155"	0.000659	0.925288603
"1476"	"NK.cells.activated"	"V157"	-0.163	6.6e-121
"1477"	"NK.cells.activated"	"V159"	0.0652	1.56e-20
"1478"	"NK.cells.activated"	"V166"	-0.28	0
"1479"	"NK.cells.activated"	"V180"	-0.1	3.17e-46
"1480"	"NK.cells.activated"	"V184"	0.236	4.17e-254
"1481"	"NK.cells.activated"	"V189"	0.00527	0.453369628
"1482"	"NK.cells.activated"	"V190"	0.000299	0.9659983
"1483"	"NK.cells.activated"	"V205"	0.0292	3.29e-05
"1484"	"NK.cells.activated"	"V219"	-0.0361	2.7e-07
"1485"	"NK.cells.activated"	"V222"	-0.0641	6.21e-20
"1486"	"NK.cells.activated"	"V227"	-0.351	0
"1487"	"NK.cells.activated"	"V231"	0.0615	1.83e-18
"1488"	"NK.cells.activated"	"V238"	0.0415	3.28e-09
"1489"	"NK.cells.activated"	"V241"	-0.317	0
"1490"	"NK.cells.activated"	"V255"	0.116	6.07e-62
"1491"	"NK.cells.activated"	"V256"	-5.36e-05	0.993912166
"1492"	"NK.cells.activated"	"V260"	-0.0188	0.007575148
"1493"	"NK.cells.activated"	"V261"	-0.363	0
"1494"	"NK.cells.activated"	"V268"	-0.0668	1.75e-21
"1495"	"NK.cells.activated"	"V270"	0.111	4.02e-56
"1496"	"NK.cells.activated"	"V281"	-0.184	5.75e-153
"1497"	"NK.cells.activated"	"V284"	-0.192	2.18e-167
"1498"	"NK.cells.activated"	"V286"	-0.0583	9.5e-17
"1499"	"NK.cells.activated"	"V287"	0.0752	8.73e-27
"1500"	"NK.cells.activated"	"V294"	-0.0904	4.97e-38
"1501"	"NK.cells.activated"	"V308"	-0.0715	2.25e-24
"1502"	"NK.cells.activated"	"V327"	0.0485	4.87e-12
"1503"	"NK.cells.activated"	"V337"	-0.0907	2.99e-38
"1504"	"NK.cells.activated"	"V362"	-0.102	1.26e-47
"1505"	"NK.cells.activated"	"V370"	0.155	7.37e-110
"1506"	"NK.cells.activated"	"V375"	-0.0455	9.39e-11
"1507"	"NK.cells.activated"	"V385"	-0.174	2.98e-138
"1508"	"NK.cells.activated"	"V386"	-0.00788	0.261919273
"1509"	"NK.cells.activated"	"V392"	-0.108	1.61e-53
"1510"	"NK.cells.activated"	"V393"	0.103	5.35e-49
"1511"	"NK.cells.activated"	"V400"	-0.0239	0.000669862
"1512"	"NK.cells.activated"	"V403"	-0.093	3.61e-40
"1513"	"NK.cells.activated"	"V405"	0.188	5.5e-160
"1514"	"NK.cells.activated"	"V423"	0.0334	1.95e-06
"1515"	"NK.cells.activated"	"V431"	-0.213	3.13e-207
"1516"	"NK.cells.activated"	"V435"	0.0478	1.03e-11
"1517"	"NK.cells.activated"	"V451"	0.106	1.13e-51
"1518"	"NK.cells.activated"	"V452"	0.229	3.43e-240
"1519"	"NK.cells.activated"	"V455"	0.189	1.77e-162
"1520"	"NK.cells.activated"	"V458"	0.071	4.29e-24
"1521"	"NK.cells.activated"	"V461"	0.0455	9.58e-11
"1522"	"NK.cells.activated"	"V464"	-0.194	1.82e-170
"1523"	"NK.cells.activated"	"V469"	-0.201	6.46e-183
"1524"	"NK.cells.activated"	"V473"	0.15	1.62e-102
"1525"	"NK.cells.activated"	"V479"	0.24	7.8e-263
"1526"	"NK.cells.activated"	"V484"	-0.202	7.64e-185
"1527"	"NK.cells.activated"	"V493"	-0.132	1.52e-79
"1528"	"NK.cells.activated"	"V504"	-0.16	6.29e-116
"1529"	"NK.cells.activated"	"V519"	-0.0959	1.41e-42
"1530"	"NK.cells.activated"	"V527"	-0.0468	2.58e-11
"1531"	"NK.cells.activated"	"V528"	0.2	1.78e-181
"1532"	"NK.cells.activated"	"V533"	0.0819	1.72e-31
"1533"	"NK.cells.activated"	"V537"	-0.0108	0.123820145
"1534"	"NK.cells.activated"	"V562"	0.122	2.49e-68
"1535"	"NK.cells.activated"	"V570"	0.0733	1.48e-25
"1536"	"NK.cells.activated"	"V576"	-0.104	3.21e-50
"1537"	"NK.cells.activated"	"V590"	0.225	2.2e-230
"1538"	"NK.cells.activated"	"V592"	0.176	2.35e-141
"1539"	"NK.cells.activated"	"V611"	-0.0832	1.89e-32
"1540"	"NK.cells.activated"	"V625"	-0.0745	2.55e-26
"1541"	"NK.cells.activated"	"V626"	-0.0236	0.000775378
"1542"	"NK.cells.activated"	"V628"	-0.376	0
"1543"	"NK.cells.activated"	"V632"	0.118	1.25e-63
"1544"	"NK.cells.activated"	"V645"	-0.0683	2.17e-22
"1545"	"NK.cells.activated"	"V648"	0.184	1.51e-153
"1546"	"NK.cells.activated"	"V657"	0.0506	5.91e-13
"1547"	"NK.cells.activated"	"V658"	0.292	0
"1548"	"NK.cells.activated"	"V662"	0.041	5.33e-09
"1549"	"NK.cells.activated"	"V663"	-0.0151	0.031814007
"1550"	"NK.cells.activated"	"V675"	-0.258	7.15e-305
"1551"	"NK.cells.activated"	"V677"	-0.183	1.03e-152
"1552"	"NK.cells.activated"	"V678"	0.0045	0.522178563
"1553"	"NK.cells.activated"	"V681"	0.0296	2.58e-05
"1554"	"NK.cells.activated"	"V684"	0.188	3.39e-161
"1555"	"NK.cells.activated"	"V689"	-0.185	7.17e-155
"1556"	"NK.cells.activated"	"V702"	0.108	4.6e-54
"1557"	"NK.cells.activated"	"V703"	0.000434	0.950771597
"1558"	"NK.cells.activated"	"V710"	0.0682	2.48e-22
"1559"	"NK.cells.activated"	"V719"	-0.143	6.85e-93
"1560"	"NK.cells.activated"	"V723"	-0.123	1.15e-68
"1561"	"NK.cells.activated"	"V731"	-0.101	5.28e-47
"1562"	"NK.cells.activated"	"V743"	-0.205	1.19e-191
"1563"	"NK.cells.activated"	"V746"	-0.041	5.37e-09
"1564"	"NK.cells.activated"	"V750"	0.169	4.14e-130
"1565"	"NK.cells.activated"	"V759"	0.119	1.24e-64
"1566"	"NK.cells.activated"	"V772"	0.286	0
"1567"	"NK.cells.activated"	"V774"	-0.0685	1.63e-22
"1568"	"NK.cells.activated"	"V790"	-0.189	6.97e-163
"1569"	"NK.cells.activated"	"V792"	-0.196	4.87e-174
"1570"	"NK.cells.activated"	"V794"	-0.168	1.82e-128
"1571"	"NK.cells.activated"	"V802"	-0.087	2.24e-35
"1572"	"NK.cells.activated"	"V804"	-0.14	8.38e-89
"1573"	"NK.cells.activated"	"V810"	-0.1	3.61e-46
"1574"	"NK.cells.activated"	"V814"	-0.02	0.004471394
"1575"	"NK.cells.activated"	"V817"	0.0207	0.003161349
"1576"	"NK.cells.activated"	"V820"	-0.00845	0.228907266
"1577"	"NK.cells.activated"	"V821"	0.191	9.44e-166
"1578"	"NK.cells.activated"	"V822"	-0.00694	0.323138429
"1579"	"NK.cells.activated"	"V823"	-0.121	1.52e-66
"1580"	"NK.cells.activated"	"V830"	0.127	4.06e-74
"1581"	"NK.cells.activated"	"V834"	0.118	8.81e-64
"1582"	"NK.cells.activated"	"V838"	-0.146	1.61e-97
"1583"	"NK.cells.activated"	"V844"	-0.0148	0.035108874
"1584"	"NK.cells.activated"	"V851"	0.111	1.01e-56
"1585"	"Monocytes"	"V13"	0.14	4.52e-89
"1586"	"Monocytes"	"V14"	-0.0623	6.73e-19
"1587"	"Monocytes"	"V17"	-0.293	0
"1588"	"Monocytes"	"V23"	-0.239	4.41e-261
"1589"	"Monocytes"	"V25"	0.252	1.34e-291
"1590"	"Monocytes"	"V27"	0.222	1.24e-225
"1591"	"Monocytes"	"V37"	0.0179	0.010968172
"1592"	"Monocytes"	"V40"	-0.141	1.24e-90
"1593"	"Monocytes"	"V52"	0.178	7.46e-144
"1594"	"Monocytes"	"V54"	0.228	4.82e-237
"1595"	"Monocytes"	"V67"	0.152	9.44e-105
"1596"	"Monocytes"	"V68"	-0.0138	0.050192515
"1597"	"Monocytes"	"V83"	0.18	1.72e-146
"1598"	"Monocytes"	"V94"	0.0431	8.15e-10
"1599"	"Monocytes"	"V100"	0.0908	2.45e-38
"1600"	"Monocytes"	"V112"	-0.113	2.13e-58
"1601"	"Monocytes"	"V118"	0.0912	1.19e-38
"1602"	"Monocytes"	"V119"	0.133	2.22e-80
"1603"	"Monocytes"	"V140"	0.205	4.05e-192
"1604"	"Monocytes"	"V142"	0.223	8.32e-228
"1605"	"Monocytes"	"V149"	-0.149	1.49e-100
"1606"	"Monocytes"	"V150"	-0.167	4.75e-126
"1607"	"Monocytes"	"V155"	0.28	0
"1608"	"Monocytes"	"V157"	0.262	8.19142155242061e-316
"1609"	"Monocytes"	"V159"	-0.1	1.76e-46
"1610"	"Monocytes"	"V166"	0.414	0
"1611"	"Monocytes"	"V180"	0.078	1.05e-28
"1612"	"Monocytes"	"V184"	-0.356	0
"1613"	"Monocytes"	"V189"	-0.275	0
"1614"	"Monocytes"	"V190"	-0.0326	3.36e-06
"1615"	"Monocytes"	"V205"	-0.0285	4.85e-05
"1616"	"Monocytes"	"V219"	0.134	1.84e-81
"1617"	"Monocytes"	"V222"	0.237	4.05e-256
"1618"	"Monocytes"	"V227"	0.334	0
"1619"	"Monocytes"	"V231"	0.116	1.79e-61
"1620"	"Monocytes"	"V238"	-0.185	8.43e-155
"1621"	"Monocytes"	"V241"	0.174	4.76e-138
"1622"	"Monocytes"	"V255"	-0.231	3.79e-243
"1623"	"Monocytes"	"V256"	0.0999	4.5e-46
"1624"	"Monocytes"	"V260"	0.113	3.37e-58
"1625"	"Monocytes"	"V261"	0.326	0
"1626"	"Monocytes"	"V268"	0.0704	1.16e-23
"1627"	"Monocytes"	"V270"	-0.287	0
"1628"	"Monocytes"	"V281"	0.242	2.25e-268
"1629"	"Monocytes"	"V284"	0.108	3.7e-53
"1630"	"Monocytes"	"V286"	-0.00424	0.545865432
"1631"	"Monocytes"	"V287"	-0.252	1.54e-291
"1632"	"Monocytes"	"V294"	0.113	6e-59
"1633"	"Monocytes"	"V308"	0.0279	7.05e-05
"1634"	"Monocytes"	"V327"	0.113	3.69e-58
"1635"	"Monocytes"	"V337"	-0.0668	1.67e-21
"1636"	"Monocytes"	"V362"	0.0353	5.13e-07
"1637"	"Monocytes"	"V370"	-0.0545	8.57e-15
"1638"	"Monocytes"	"V375"	-0.148	3.68e-100
"1639"	"Monocytes"	"V385"	0.24	2.63e-262
"1640"	"Monocytes"	"V386"	-0.13	5.16e-77
"1641"	"Monocytes"	"V392"	0.169	4.83e-129
"1642"	"Monocytes"	"V393"	0.117	3.44e-62
"1643"	"Monocytes"	"V400"	0.0926	7.92e-40
"1644"	"Monocytes"	"V403"	0.257	1.06e-303
"1645"	"Monocytes"	"V405"	-0.141	5.43e-90
"1646"	"Monocytes"	"V423"	0.115	6.94e-61
"1647"	"Monocytes"	"V431"	0.171	3.59e-132
"1648"	"Monocytes"	"V435"	-0.0836	8.7e-33
"1649"	"Monocytes"	"V451"	-0.327	0
"1650"	"Monocytes"	"V452"	-0.0142	0.042722668
"1651"	"Monocytes"	"V455"	-0.314	0
"1652"	"Monocytes"	"V458"	-0.245	3.79e-275
"1653"	"Monocytes"	"V461"	-0.00398	0.570644135
"1654"	"Monocytes"	"V464"	0.227	3.09e-235
"1655"	"Monocytes"	"V469"	0.194	2.38e-171
"1656"	"Monocytes"	"V473"	-0.295	0
